date,rssd_id,product,bank0_b,bank0_s,bank1_b,bank1_s,bank2_b,bank2_s,bank3_b,bank3_s
2020-12-31,5210,Credit Cards,0,0,0,0,65.09484044,65.09484044,0,0
2021-03-31,5210,Credit Cards,0,0,0,0,69.65415862,68.90503786,0,0
2021-06-30,5210,Credit Cards,0,0,0,0,72.97017706,74.62326542,0,0
2021-09-30,5210,Credit Cards,0,0,0,0,75.5505288,80.90419233,0,0
2021-12-31,5210,Credit Cards,0,0,0,0,77.57064733,87.20488473,0,0
2022-03-31,5210,Credit Cards,0,0,0,0,79.19054452,93.83093924,0,0
2022-06-30,5210,Credit Cards,0,0,0,0,80.57924499,100.7743792,0,0
2022-09-30,5210,Credit Cards,0,0,0,0,81.73675295,108.0071476,0,0
2022-12-31,5210,Credit Cards,0,0,0,0,82.8352241,114.4576749,0,0
2023-03-31,5210,Credit Cards,0,0,0,0,84.06860733,120.2801815,0,0
2023-06-30,5210,Credit Cards,0,0,0,0,80.79226663,122.0706792,0,0
2023-09-30,5210,Credit Cards,0,0,0,0,78.89405095,121.7308531,0,0
2023-12-31,5210,Credit Cards,0,0,0,0,77.52618242,120.5959337,0,0
2024-03-31,5210,Credit Cards,0,0,0,0,76.67775792,119.0240482,0,0
2020-12-31,5210,Jr Mortgage & HELOC,4.602473444,4.602473444,4.723274576,4.723274576,2.43246219,2.43246219,2.57532938,2.57532938
2021-03-31,5210,Jr Mortgage & HELOC,3.990443538,3.801935427,4.389361854,4.303233951,2.199552087,2.129512782,2.829135493,2.720120828
2021-06-30,5210,Jr Mortgage & HELOC,4.091516669,3.67720503,4.367083412,4.294259606,2.260548229,2.294717258,3.197841711,3.269118478
2021-09-30,5210,Jr Mortgage & HELOC,4.445172065,3.781717544,4.364085199,4.314342916,2.45655383,2.631633982,3.40097682,3.715846507
2021-12-31,5210,Jr Mortgage & HELOC,3.575074506,2.677810924,3.532514494,3.500547788,2.476636986,2.800676983,3.323039901,3.899238728
2022-03-31,5210,Jr Mortgage & HELOC,3.132985824,1.991241674,3.534428098,3.52593049,2.592859148,3.082783505,3.646996567,4.51728404
2022-06-30,5210,Jr Mortgage & HELOC,3.477279509,2.036323413,3.721196052,3.734685657,2.83030875,3.524628088,3.856349476,5.085563446
2022-09-30,5210,Jr Mortgage & HELOC,3.819093696,2.055879112,3.448987217,3.486579465,2.777801633,3.70357817,4.087668858,5.72601397
2022-12-31,5210,Jr Mortgage & HELOC,4.148784899,2.068741221,3.464511202,3.514002138,2.923313543,4.036160507,3.896374452,5.872978347
2023-03-31,5210,Jr Mortgage & HELOC,4.459479235,2.093354099,3.472854267,3.527245691,3.177994786,4.439199585,3.360212981,5.612295244
2023-06-30,5210,Jr Mortgage & HELOC,4.43432055,2.013092354,3.297832656,3.430214731,2.984330109,4.43687178,3.071419962,5.664743983
2023-09-30,5210,Jr Mortgage & HELOC,4.392542306,1.988519781,3.201946023,3.343720244,2.876327714,4.327488348,2.923982527,5.530941127
2023-12-31,5210,Jr Mortgage & HELOC,4.371349635,2.038997353,3.110764021,3.264164407,2.78521876,4.205849988,2.803707309,5.368867314
2024-03-31,5210,Jr Mortgage & HELOC,4.364236588,2.125399048,3.037892657,3.207815977,2.706744946,4.087848389,2.703310382,5.20607021
2020-12-31,5210,Comm. & Industrial,125.1541504,125.1541504,61.33014456,61.33014456,34.85091157,34.85091157,22.28466154,22.28466154
2021-03-31,5210,Comm. & Industrial,199.6488944,230.6330154,81.62558648,74.41519748,49.84083033,44.68539536,30.57085806,28.469615
2021-06-30,5210,Comm. & Industrial,410.5402396,528.5381027,177.4945942,144.4647479,70.37839443,61.60131452,44.07168607,38.32800135
2021-09-30,5210,Comm. & Industrial,6375.967532,8940.156153,21536.85141,15623.94201,112.9453576,96.74152476,90.63778833,73.88278179
2021-12-31,5210,Comm. & Industrial,3931.527004,5899.443651,14247.2752,9397.234576,252.7574348,212.4271519,0,0
2022-03-31,5210,Comm. & Industrial,2689.231552,4260.145368,8120.167373,4085.836908,0,0,0,0
2022-06-30,5210,Comm. & Industrial,880.7661869,2130.18616,6452.174961,3078.407012,0,0,0,0
2022-09-30,5210,Comm. & Industrial,695.6756529,1696.861219,5488.336895,2633.693378,0,0,0,0
2022-12-31,5210,Comm. & Industrial,568.9817107,1378.532381,4768.884438,2337.436511,0,0,0,0
2023-03-31,5210,Comm. & Industrial,497.8358816,1157.754512,3700.799695,1616.167724,0,0,0,0
2023-06-30,5210,Comm. & Industrial,397.1659163,849.8628591,3122.161494,1469.548371,0,0,0,0
2023-09-30,5210,Comm. & Industrial,337.9402985,635.8949647,2704.012484,1426.295947,0,0,0,0
2023-12-31,5210,Comm. & Industrial,297.5327089,479.0952412,2385.443609,1426.657333,0,0,0,0
2024-03-31,5210,Comm. & Industrial,267.2057445,364.4985788,2138.473872,1442.709849,0,0,0,0
2020-12-31,5210,Comm. Real Estate,3.052996307,3.052996307,2.792189644,2.792189644,7.224248395,7.224248395,2.070118018,2.070118018
2021-03-31,5210,Comm. Real Estate,3.169678742,3.678865268,3.432302425,3.157423677,7.970552242,8.940212733,2.268981481,2.295373576
2021-06-30,5210,Comm. Real Estate,3.210440014,4.232139538,3.79093646,3.571394454,8.251960308,10.68940225,2.330161236,2.51464168
2021-09-30,5210,Comm. Real Estate,3.200268518,4.70659911,4.216034116,4.176320231,8.348543142,12.04871175,2.353346192,2.757640472
2021-12-31,5210,Comm. Real Estate,3.167888169,5.100648832,4.364565124,4.550280829,8.893881907,13.51494627,2.46065524,3.13645993
2022-03-31,5210,Comm. Real Estate,3.211046428,5.535178777,4.543369975,4.991803043,8.816023463,14.2145459,2.758569374,3.748747715
2022-06-30,5210,Comm. Real Estate,3.2592,5.966897962,4.694441269,5.481768822,8.730067775,14.46695862,2.827872769,4.168124246
2022-09-30,5210,Comm. Real Estate,3.293742885,6.336855037,4.812143125,6.058362672,8.6353905,14.43379455,2.884543202,4.607833875
2022-12-31,5210,Comm. Real Estate,2.558084699,5.85072372,4.197465634,5.922469361,8.590820095,14.26027271,3.133483717,5.19837913
2023-03-31,5210,Comm. Real Estate,2.586883569,6.056389639,4.275113495,6.462681982,8.611306755,14.0465816,3.163846415,5.513175945
2023-06-30,5210,Comm. Real Estate,2.426799489,5.629572933,3.992532575,6.885234171,7.925919318,12.37154962,2.989121588,5.569482226
2023-09-30,5210,Comm. Real Estate,2.321160547,5.184295406,3.881948703,7.127047061,7.655224203,10.74007958,2.867568407,5.5184661
2023-12-31,5210,Comm. Real Estate,2.248481248,4.740126409,3.774339461,7.232145355,7.510770276,9.472912142,2.772314277,5.403885209
2024-03-31,5210,Comm. Real Estate,2.192434146,4.317080557,3.66691731,7.275161333,7.472377431,8.624041552,2.69906521,5.243693713
2020-12-31,9807,Credit Cards,0,0,0,0,0,0,65.09484044,65.09484044
2021-03-31,9807,Credit Cards,0,0,0,0,0,0,69.65415862,68.90503786
2021-06-30,9807,Credit Cards,0,0,0,0,0,0,72.97017706,74.62326542
2021-09-30,9807,Credit Cards,0,0,0,0,0,0,75.5505288,80.90419233
2021-12-31,9807,Credit Cards,0,0,0,0,0,0,77.57064733,87.20488473
2022-03-31,9807,Credit Cards,0,0,0,0,0,0,79.19054452,93.83093924
2022-06-30,9807,Credit Cards,0,0,0,0,0,0,80.57924499,100.7743792
2022-09-30,9807,Credit Cards,0,0,0,0,0,0,81.73675295,108.0071476
2022-12-31,9807,Credit Cards,0,0,0,0,0,0,82.8352241,114.4576749
2023-03-31,9807,Credit Cards,0,0,0,0,0,0,84.06860733,120.2801815
2023-06-30,9807,Credit Cards,0,0,0,0,0,0,80.79226663,122.0706792
2023-09-30,9807,Credit Cards,0,0,0,0,0,0,78.89405095,121.7308531
2023-12-31,9807,Credit Cards,0,0,0,0,0,0,77.52618242,120.5959337
2024-03-31,9807,Credit Cards,0,0,0,0,0,0,76.67775792,119.0240482
2020-12-31,9807,Jr Mortgage & HELOC,5.834391301,5.834391301,8.231581804,8.231581804,4.086321181,4.086321181,10.48377704,10.48377704
2021-03-31,9807,Jr Mortgage & HELOC,5.826713641,8.003465784,8.946050363,8.84768398,3.935338763,4.004613811,12.22690501,12.19622438
2021-06-30,9807,Jr Mortgage & HELOC,5.655101492,10.80007386,9.538934083,9.762102162,3.812242834,4.054046169,12.87715104,13.45441703
2021-09-30,9807,Jr Mortgage & HELOC,5.303663254,14.05890583,9.81800645,10.53391557,3.670110851,4.117225286,13.29660538,14.77523727
2021-12-31,9807,Jr Mortgage & HELOC,4.810278964,17.51397756,10.04888552,11.34024462,3.523599585,4.171635146,13.55166895,16.05027479
2022-03-31,9807,Jr Mortgage & HELOC,4.880345323,21.96133303,10.32735255,12.32150617,3.427797874,4.283020264,13.37139315,17.00563995
2022-06-30,9807,Jr Mortgage & HELOC,4.261293517,25.93275933,10.60575418,13.41058224,3.326029699,4.383344187,13.11219597,17.95471515
2022-09-30,9807,Jr Mortgage & HELOC,3.534292837,29.91783975,10.87237244,14.60406815,3.314447606,4.604199811,12.93338349,19.10154338
2022-12-31,9807,Jr Mortgage & HELOC,2.764565322,33.66420843,11.98643279,16.55709122,3.269806338,4.720661133,12.70153441,19.989122
2023-03-31,9807,Jr Mortgage & HELOC,1.990486673,37.0497448,12.31268576,17.65771041,3.224675188,4.791507036,12.60490225,20.88335358
2023-06-30,9807,Jr Mortgage & HELOC,1.367635827,37.5524761,11.34702139,17.60073309,3.069133118,4.692924414,11.87544597,21.07580958
2023-09-30,9807,Jr Mortgage & HELOC,0.974896187,36.8970908,11.09570973,17.73776956,2.914782146,4.502141943,11.39308279,20.84668483
2023-12-31,9807,Jr Mortgage & HELOC,0.731172482,35.33478807,11.22013752,18.06810468,2.775200372,4.279753058,11.01878493,20.41605742
2024-03-31,9807,Jr Mortgage & HELOC,0.655904261,33.08423377,11.44001728,18.35751469,2.652786964,4.045147006,10.74155017,19.85642053
2020-12-31,9807,Comm. & Industrial,39.13623511,39.13623511,30.21717456,30.21717456,100.0069868,100.0069868,5.84752263,5.84752263
2021-03-31,9807,Comm. & Industrial,32.7699912,44.15832569,16.64413787,15.11698828,95.44844133,108.3101285,6.410759838,5.846653655
2021-06-30,9807,Comm. & Industrial,31.0160464,50.97319345,17.72243016,14.8617318,91.70299652,112.7962131,6.133027189,4.921462865
2021-09-30,9807,Comm. & Industrial,29.11180589,55.20450233,19.00282301,14.88751197,88.35912115,114.4814838,6.499979182,4.691241423
2021-12-31,9807,Comm. & Industrial,27.1806493,57.08998941,19.63645281,14.446091,85.25767234,113.9680362,6.750162041,4.477212392
2022-03-31,9807,Comm. & Industrial,25.58159118,58.12749834,20.05127825,13.98800855,82.04852154,111.8349885,5.628542158,3.003183545
2022-06-30,9807,Comm. & Industrial,24.24987518,57.51989117,20.46692455,13.65367494,33.22343699,61.79757537,5.867742541,3.030617703
2022-09-30,9807,Comm. & Industrial,25.11241892,60.90398064,15.85787391,8.106326068,39.04023328,68.05435013,6.406489959,3.27196563
2022-12-31,9807,Comm. & Industrial,26.02496301,63.48369482,14.94476997,6.669296029,44.99031814,73.43629568,6.904013786,3.551943129
2023-03-31,9807,Comm. & Industrial,26.71887013,65.25236561,16.35262243,7.819215889,49.5320462,76.32450162,6.974037757,3.666088265
2023-06-30,9807,Comm. & Industrial,25.70291857,58.22602219,15.56717107,7.942247774,49.36180417,66.59823091,6.695537473,3.676547585
2023-09-30,9807,Comm. & Industrial,25.33559809,51.569176,15.74987809,8.977006896,49.7230766,58.20293091,6.431870566,3.811212618
2023-12-31,9807,Comm. & Industrial,25.32244998,45.45883753,15.67554691,9.803452048,50.2465671,50.94092828,6.178944551,4.005915079
2024-03-31,9807,Comm. & Industrial,25.4450119,40.14983648,15.49444364,10.49192873,51.01641517,44.96279309,5.951808615,4.220672422
2020-12-31,9807,Comm. Real Estate,7.988648615,7.988648615,6.101463333,6.101463333,0.965077833,0.965077833,5.861540058,5.861540058
2021-03-31,9807,Comm. Real Estate,8.965022322,15.21518403,5.723695851,5.903071274,1.331490229,1.093759335,6.186509769,7.113155093
2021-06-30,9807,Comm. Real Estate,8.013118618,20.73728492,6.267177139,6.692144416,1.555428804,1.108708816,6.230086784,8.329297072
2021-09-30,9807,Comm. Real Estate,8.399663708,27.30764881,5.934841221,6.698237574,1.799395507,1.110222161,6.148037322,9.331648982
2021-12-31,9807,Comm. Real Estate,7.295516452,31.67168857,6.442623986,7.602364368,2.06542403,1.099686668,6.007521551,10.09416701
2022-03-31,9807,Comm. Real Estate,6.281700202,35.65171872,6.449523743,8.042202354,2.355143165,1.089828702,5.869770132,10.80491826
2022-06-30,9807,Comm. Real Estate,5.378468261,38.35735784,6.447263408,8.514858453,2.674761877,1.090378632,5.76193423,11.33320443
2022-09-30,9807,Comm. Real Estate,5.990792511,41.58874246,6.442619994,9.018596143,3.018628156,1.108340567,6.183812539,12.22643129
2022-12-31,9807,Comm. Real Estate,5.326015758,42.70746571,6.44961557,9.484425921,3.400347307,1.168272407,6.045542566,12.37146292
2023-03-31,9807,Comm. Real Estate,6.156982626,44.72350883,5.829784986,9.24876436,3.796655937,1.264395406,5.949478944,12.44078456
2023-06-30,9807,Comm. Real Estate,5.760516361,39.22002606,5.644917846,9.235109926,3.923967045,1.414122677,5.45903695,11.34195785
2023-09-30,9807,Comm. Real Estate,6.12542944,33.81397145,5.068114273,8.704251238,4.11256323,1.624785643,5.206000923,10.21011823
2023-12-31,9807,Comm. Real Estate,6.574255885,28.45449022,4.57810635,8.126762715,4.308642894,1.924928803,5.045207707,9.202731722
2024-03-31,9807,Comm. Real Estate,7.171700493,23.56615814,4.429119358,7.787042174,4.52073681,2.326756553,4.95106741,8.369919881
2020-12-31,12311,Credit Cards,164.0362118,164.0362118,124.4334478,124.4334478,93.65344665,93.65344665,127.7053533,127.7053533
2021-03-31,12311,Credit Cards,158.4993783,158.0568736,125.3262049,123.6931512,96.98256095,92.52836367,129.5059537,128.8730435
2021-06-30,12311,Credit Cards,148.6096571,147.1122422,123.8243141,120.1724083,98.95280922,88.67681971,128.2884199,126.031802
2021-09-30,12311,Credit Cards,135.5495416,132.4832464,123.0056387,116.9729722,101.1539592,84.34442812,126.8194289,122.1294625
2021-12-31,12311,Credit Cards,116.7005068,111.56589,122.739273,113.4136456,103.4974553,79.67646294,126.1243369,118.4511457
2022-03-31,12311,Credit Cards,94.96708188,87.21506305,120.918363,107.3065633,105.4712501,74.24304738,124.6012228,113.3916455
2022-06-30,12311,Credit Cards,73.9741165,63.12202769,116.7137088,98.20870032,106.795198,68.49368048,121.6966762,106.5206161
2022-09-30,12311,Credit Cards,56.99240018,42.49929078,113.4148315,89.43381331,114.1221263,69.120899,127.7540978,108.2667218
2022-12-31,12311,Credit Cards,43.52664474,24.95270362,112.5679719,82.76290841,115.2926571,63.99904933,127.2804243,103.9052423
2023-03-31,12311,Credit Cards,29.46133941,6.337810077,113.4357921,77.55373084,112.9480581,55.70079168,129.021282,102.1214169
2023-06-30,12311,Credit Cards,15.63574753,0,114.3144953,74.0957126,112.3450776,53.99110665,129.834143,100.3990428
2023-09-30,12311,Credit Cards,3.741771682,0,115.3409746,71.25736052,112.3666118,54.79676256,130.6951647,100.1852105
2023-12-31,12311,Credit Cards,0,0,116.5894287,69.0620649,112.6415783,57.12973789,131.6087341,101.0737938
2024-03-31,12311,Credit Cards,0,0,117.6542032,67.79701215,113.0065471,60.59327162,132.5487898,102.8288669
2020-12-31,12311,Jr Mortgage & HELOC,5.455681424,5.455681424,5.962578938,5.962578938,25.58745759,25.58745759,1.728264298,1.728264298
2021-03-31,12311,Jr Mortgage & HELOC,5.451927159,5.595323738,5.388148602,5.689184,28.3794805,29.99705571,1.587476348,1.578428335
2021-06-30,12311,Jr Mortgage & HELOC,5.466557238,6.15984946,5.094671441,5.769609541,33.0896809,36.68456915,1.166105733,1.351779784
2021-09-30,12311,Jr Mortgage & HELOC,5.582912808,7.105835188,4.486161293,5.716140993,39.41483009,45.71585307,0.963450943,1.44470669
2021-12-31,12311,Jr Mortgage & HELOC,5.554625468,8.077192921,3.992374315,5.942045865,24.03021968,33.52883078,0.583741031,1.41500849
2022-03-31,12311,Jr Mortgage & HELOC,5.836235661,9.515591544,4.139378528,6.962633993,33.40921893,46.45545828,0.320215328,1.566630623
2022-06-30,12311,Jr Mortgage & HELOC,5.763529077,10.74527403,4.156104724,8.052115399,43.49606072,60.36531347,0,1.659463085
2022-09-30,12311,Jr Mortgage & HELOC,6.093179209,12.47164019,4.601085118,9.758373587,54.57356637,75.45414709,0,2.052058433
2022-12-31,12311,Jr Mortgage & HELOC,6.661746057,14.27141022,4.891498833,11.33386512,65.32835812,89.40578167,0,2.366796809
2023-03-31,12311,Jr Mortgage & HELOC,7.081929236,15.71605278,5.716475673,13.43909864,75.87175502,102.3325861,0,2.826274941
2023-06-30,12311,Jr Mortgage & HELOC,7.319400291,16.71273306,6.982895145,15.53288449,85.22038079,112.0294018,0,3.023073017
2023-09-30,12311,Jr Mortgage & HELOC,7.581150046,17.19698581,8.372840511,17.61268225,92.9123661,119.3447458,0,3.051259316
2023-12-31,12311,Jr Mortgage & HELOC,7.814687821,17.32185728,9.897783041,19.54305176,99.35168365,124.4997866,0,3.005033867
2024-03-31,12311,Jr Mortgage & HELOC,8.020938273,17.16936485,11.54923055,21.33084466,104.6207343,127.8230617,0,2.90923446
2020-12-31,12311,Comm. & Industrial,20.79640178,20.79640178,24.15187007,24.15187007,20.06465748,20.06465748,70.2906884,70.2906884
2021-03-31,12311,Comm. & Industrial,22.85877349,23.29874536,25.19519776,25.39926161,20.64046206,21.49741783,70.8746024,68.30766803
2021-06-30,12311,Comm. & Industrial,23.88281591,25.05495561,26.23188191,26.8497037,21.59865211,23.74281522,70.63630083,64.84198481
2021-09-30,12311,Comm. & Industrial,24.80100682,26.89653002,26.82352223,27.9052921,22.234617,26.0195076,70.29154334,61.15126345
2021-12-31,12311,Comm. & Industrial,24.15695004,27.26293497,25.81160429,27.07196106,22.3621001,27.95496634,69.73760512,57.22277084
2022-03-31,12311,Comm. & Industrial,24.10851765,28.27532983,24.61686481,25.72745841,22.51073222,30.04213639,68.55516789,52.50527305
2022-06-30,12311,Comm. & Industrial,21.7692749,27.06235823,22.08335916,22.71106659,21.56560617,31.24174969,67.2172399,47.71515715
2022-09-30,12311,Comm. & Industrial,19.70194626,26.20142565,19.79848857,19.61507166,18.05648391,30.08829376,64.91941632,42.25123386
2022-12-31,12311,Comm. & Industrial,18.04293449,25.57326395,18.89927459,17.60963285,16.49984148,30.60859566,63.09284405,37.34705723
2023-03-31,12311,Comm. & Industrial,15.75203087,24.13485743,17.43598997,14.85064264,16.22254693,32.03125306,62.96187949,34.22272675
2023-06-30,12311,Comm. & Industrial,14.0341644,22.76303031,16.05284105,11.89272067,15.37693915,31.84504868,62.64650393,33.69291881
2023-09-30,12311,Comm. & Industrial,12.48374411,21.16505097,15.28715335,9.26806689,14.72281188,31.18018392,62.57657522,34.25253958
2023-12-31,12311,Comm. & Industrial,11.30359312,19.66067425,14.98639049,6.959830792,14.20684297,30.13011829,62.73601126,35.33213866
2024-03-31,12311,Comm. & Industrial,10.32368856,18.14654155,14.7253682,4.961020301,13.77934811,28.78740506,63.03465998,36.84097261
2020-12-31,12311,Comm. Real Estate,7.82175357,7.82175357,2.577342857,2.577342857,4.930633433,4.930633433,5.952030354,5.952030354
2021-03-31,12311,Comm. Real Estate,11.68199277,11.49443923,1.916972566,2.838667724,6.265594526,6.147476372,5.357299321,6.468617309
2021-06-30,12311,Comm. Real Estate,12.64697043,12.69011279,1.677568739,3.839178594,6.330963199,6.714621475,4.759927003,7.068413032
2021-09-30,12311,Comm. Real Estate,15.57009089,15.95454476,1.556028809,5.118630231,6.628409867,7.685746604,4.179737348,7.727862384
2021-12-31,12311,Comm. Real Estate,17.08741483,17.83618089,1.403419863,6.39787371,6.772081876,8.59502142,3.634165938,8.359912397
2022-03-31,12311,Comm. Real Estate,18.31685547,19.48531346,1.028398059,7.464311875,7.059621439,9.758187687,3.146579584,9.029008369
2022-06-30,12311,Comm. Real Estate,20.07580491,21.69607037,0.426103824,8.21875337,7.128084463,10.93980445,3.403268955,10.32361316
2022-09-30,12311,Comm. Real Estate,21.84257114,23.95483203,0,8.900883137,7.21732274,12.39312063,2.610679121,10.48290185
2022-12-31,12311,Comm. Real Estate,20.86405642,23.36235429,0,9.393917477,6.405506345,12.87589617,2.811125267,11.44766294
2023-03-31,12311,Comm. Real Estate,21.52409365,24.33513021,0,10.0850347,6.328994264,13.98161764,2.812792768,12.02999203
2023-06-30,12311,Comm. Real Estate,18.39913741,21.70298648,0,10.36741796,5.30016463,14.19787255,2.829188008,11.60485808
2023-09-30,12311,Comm. Real Estate,18.67388121,22.06181075,0,9.739894258,5.245611921,14.52758824,2.917363122,11.02026254
2023-12-31,12311,Comm. Real Estate,17.51221231,20.900594,0,8.894352917,4.911267252,14.37253142,3.035616703,10.32119663
2024-03-31,12311,Comm. Real Estate,17.44546791,20.78588552,0.024222223,7.906533702,4.857481086,14.39373287,3.152811738,9.57049078
2020-12-31,12946,Credit Cards,148.418363,148.418363,74.27193954,74.27193954,88.32096097,88.32096097,191.8871252,191.8871252
2021-03-31,12946,Credit Cards,165.9202607,145.0688944,70.85690303,68.59276681,80.81172439,86.5981469,191.6425615,186.4885341
2021-06-30,12946,Credit Cards,164.0860528,118.9962484,77.48154077,73.48909811,72.12694223,83.07435876,136.9728991,128.6937535
2021-09-30,12946,Credit Cards,183.5173567,113.5977442,80.50298768,75.12356427,65.27753332,80.43296655,115.9123949,102.9211057
2021-12-31,12946,Credit Cards,203.5263368,111.1691069,88.23814051,81.73660656,54.59179278,74.73419408,107.5235454,88.47792657
2022-03-31,12946,Credit Cards,225.0310275,112.7486204,96.97210685,89.91283181,49.18341641,74.14903967,96.08654393,69.89539125
2022-06-30,12946,Credit Cards,245.3009921,117.8939037,100.1372917,93.26926268,6.724150357,35.52507109,99.8171474,65.83837941
2022-09-30,12946,Credit Cards,265.2852761,126.164114,100.7168081,94.57030908,0.020875261,31.54032263,106.787769,64.98604077
2022-12-31,12946,Credit Cards,284.3214576,137.2502459,102.6801505,97.11980174,21.43041525,55.4253151,101.3300202,51.54223527
2023-03-31,12946,Credit Cards,224.125751,71.48004929,106.240284,101.0948025,16.16953625,52.22479283,102.4220836,44.8649743
2023-06-30,12946,Credit Cards,224.2591593,85.29348867,104.7179647,102.3523334,14.10907261,47.11416063,103.3467266,44.25859758
2023-09-30,12946,Credit Cards,223.658397,105.2265915,103.7176987,103.5605268,14.34687336,43.29797862,105.6633529,44.12358019
2023-12-31,12946,Credit Cards,222.2361905,128.3383183,102.9809076,104.7950396,14.37747179,38.86935792,107.8872586,46.63142902
2024-03-31,12946,Credit Cards,220.9651537,152.4388379,102.4633714,106.0267852,14.34482489,34.3075143,110.2604457,51.82531837
2020-12-31,12946,Jr Mortgage & HELOC,15.2067814,15.2067814,37.219798,37.219798,3.365039483,3.365039483,46.94834448,46.94834448
2021-03-31,12946,Jr Mortgage & HELOC,11.68575472,11.17548601,41.10221223,40.39302097,3.888402077,4.301458747,52.22988522,52.8446911
2021-06-30,12946,Jr Mortgage & HELOC,13.69074417,12.60664493,37.63017304,39.78948234,4.316699967,5.380700043,57.9144722,62.82643533
2021-09-30,12946,Jr Mortgage & HELOC,15.57325104,13.85696082,37.90238696,43.50381687,4.597499307,6.506519068,64.79883952,76.73092597
2021-12-31,12946,Jr Mortgage & HELOC,17.56703287,14.99264784,38.24977551,47.35253748,4.79769499,7.652620222,71.0022909,91.89098424
2022-03-31,12946,Jr Mortgage & HELOC,19.78036537,16.10077358,40.61048564,53.99342877,5.002939593,8.868316996,77.6092501,109.8816124
2022-06-30,12946,Jr Mortgage & HELOC,21.95598142,16.99149101,42.03934448,60.80761666,5.039909029,9.9248291,84.30281787,130.4687757
2022-09-30,12946,Jr Mortgage & HELOC,24.29194082,17.80971791,43.24572276,68.69630163,5.044844062,10.98016613,92.22662504,155.8005556
2022-12-31,12946,Jr Mortgage & HELOC,26.7280174,18.54276112,43.89348448,75.30166703,5.051891195,11.92069945,100.8157877,182.4180728
2023-03-31,12946,Jr Mortgage & HELOC,29.99807964,20.10841251,43.67731709,80.03623923,5.104922996,12.82432269,112.0253418,213.6435337
2023-06-30,12946,Jr Mortgage & HELOC,30.01911481,18.95770638,39.0270212,80.22642364,4.712051084,12.7916188,118.8802486,242.27846
2023-09-30,12946,Jr Mortgage & HELOC,30.15983344,18.00618141,37.41205498,79.0550728,4.409778852,12.52013301,128.5837861,269.7551962
2023-12-31,12946,Jr Mortgage & HELOC,30.43668231,17.26488637,36.00240868,77.1477088,4.172159921,12.04862024,140.9333574,298.9772429
2024-03-31,12946,Jr Mortgage & HELOC,30.70276778,16.82074066,34.60802688,74.85313129,3.975767908,11.42345731,157.9149985,332.9697309
2020-12-31,12946,Comm. & Industrial,61.33014456,61.33014456,125.1541504,125.1541504,34.85091157,34.85091157,22.28466154,22.28466154
2021-03-31,12946,Comm. & Industrial,81.62558648,74.41519748,199.6488944,230.6330154,49.84083033,44.68539536,30.57085806,28.469615
2021-06-30,12946,Comm. & Industrial,177.4945942,144.4647479,410.5402396,528.5381027,70.37839443,61.60131452,44.07168607,38.32800135
2021-09-30,12946,Comm. & Industrial,21536.85141,15623.94201,6375.967532,8940.156153,112.9453576,96.74152476,90.63778833,73.88278179
2021-12-31,12946,Comm. & Industrial,14247.2752,9397.234576,3931.527004,5899.443651,252.7574348,212.4271519,0,0
2022-03-31,12946,Comm. & Industrial,8120.167373,4085.836908,2689.231552,4260.145368,0,0,0,0
2022-06-30,12946,Comm. & Industrial,6452.174961,3078.407012,880.7661869,2130.18616,0,0,0,0
2022-09-30,12946,Comm. & Industrial,5488.336895,2633.693378,695.6756529,1696.861219,0,0,0,0
2022-12-31,12946,Comm. & Industrial,4768.884438,2337.436511,568.9817107,1378.532381,0,0,0,0
2023-03-31,12946,Comm. & Industrial,3700.799695,1616.167724,497.8358816,1157.754512,0,0,0,0
2023-06-30,12946,Comm. & Industrial,3122.161494,1469.548371,397.1659163,849.8628591,0,0,0,0
2023-09-30,12946,Comm. & Industrial,2704.012484,1426.295947,337.9402985,635.8949647,0,0,0,0
2023-12-31,12946,Comm. & Industrial,2385.443609,1426.657333,297.5327089,479.0952412,0,0,0,0
2024-03-31,12946,Comm. & Industrial,2138.473872,1442.709849,267.2057445,364.4985788,0,0,0,0
2020-12-31,12946,Comm. Real Estate,2.304922106,2.304922106,1.346264897,1.346264897,5.174199172,5.174199172,2.114680981,2.114680981
2021-03-31,12946,Comm. Real Estate,2.715424442,2.705067525,1.50754979,1.209926031,5.570974953,5.526938733,2.584932891,2.496378026
2021-06-30,12946,Comm. Real Estate,2.948762576,3.153870016,1.814144343,1.236868844,5.63192939,6.28847763,2.624028359,2.812354402
2021-09-30,12946,Comm. Real Estate,2.881636999,3.363897767,2.048638797,1.219012069,5.633049644,7.202980836,2.637749469,3.157573276
2021-12-31,12946,Comm. Real Estate,3.101563829,3.877500139,2.121786399,1.068812002,5.578117826,8.129828866,2.645003637,3.497040646
2022-03-31,12946,Comm. Real Estate,2.833656127,3.926794335,1.676140793,0.432403914,6.1681738,9.780379583,2.660024556,3.855460103
2022-06-30,12946,Comm. Real Estate,3.013186833,4.478511692,1.783911182,0.375503383,5.998385283,10.86429824,2.617064827,4.233346487
2022-09-30,12946,Comm. Real Estate,2.671963463,4.545440124,1.881292363,0.330719408,5.699357294,11.97154943,2.524247403,4.622296447
2022-12-31,12946,Comm. Real Estate,2.631487164,4.852151161,1.96263247,0.303571059,5.96287123,13.42518328,2.418016925,4.91611083
2023-03-31,12946,Comm. Real Estate,2.670353351,5.177964286,2.050467326,0.305881934,5.580168451,14.0794346,2.285965443,5.10515658
