date,rssd_id,product,bank0_b,bank0_s,bank1_b,bank1_s,bank2_b,bank2_s,bank3_b,bank3_s
2020-12-31,292908,Credit Cards,21.34016219,21.34016219,0,0,0,0,65.09484044,65.09484044
2021-03-31,292908,Credit Cards,20.68377269,20.89091699,0,0,0,0,69.65415862,68.90503786
2021-06-30,292908,Credit Cards,20.17854244,20.7173738,0,0,0,0,72.97017706,74.62326542
2021-09-30,292908,Credit Cards,19.79163549,20.93313732,0,0,0,0,75.5505288,80.90419233
2021-12-31,292908,Credit Cards,19.35576631,21.37813859,0,0,0,0,77.57064733,87.20488473
2022-03-31,292908,Credit Cards,19.09955255,21.97293648,0,0,0,0,79.19054452,93.83093924
2022-06-30,292908,Credit Cards,19.02191104,22.73683113,0,0,0,0,80.57924499,100.7743792
2022-09-30,292908,Credit Cards,19.07909322,23.55110649,0,0,0,0,81.73675295,108.0071476
2022-12-31,292908,Credit Cards,19.30032745,24.41306211,0,0,0,0,82.8352241,114.4576749
2023-03-31,292908,Credit Cards,19.74287479,25.33651424,0,0,0,0,84.06860733,120.2801815
2023-06-30,292908,Credit Cards,21.07835829,26.73247771,0,0,0,0,80.79226663,122.0706792
2023-09-30,292908,Credit Cards,22.47758589,27.87666995,0,0,0,0,78.89405095,121.7308531
2023-12-31,292908,Credit Cards,23.92741317,28.68895582,0,0,0,0,77.52618242,120.5959337
2024-03-31,292908,Credit Cards,25.88436016,29.16883511,0,0,0,0,76.67775792,119.0240482
2020-12-31,292908,Jr Mortgage & HELOC,1.341072049,1.341072049,3.785070872,3.785070872,7.617917258,7.617917258,1.88106137,1.88106137
2021-03-31,292908,Jr Mortgage & HELOC,1.18757103,1.157073892,4.843869627,4.823628781,7.920099849,7.991960628,2.061699582,1.68547976
2021-06-30,292908,Jr Mortgage & HELOC,1.237866925,1.142900534,5.551416709,5.928345637,8.01554406,8.5549862,1.953880803,1.369948315
2021-09-30,292908,Jr Mortgage & HELOC,1.277434645,1.090318644,5.93718985,6.950772872,8.074132494,9.248369241,1.95046871,1.125152891
2021-12-31,292908,Jr Mortgage & HELOC,1.318394347,1.024111427,6.294170739,8.10773603,8.714412929,10.60624222,1.9774884,0.90132892
2022-03-31,292908,Jr Mortgage & HELOC,0.8989348,0.487095228,6.631368317,9.443979059,6.79584844,9.476669232,1.924478125,0.589139138
2022-06-30,292908,Jr Mortgage & HELOC,0.952647947,0.413890501,6.980168499,11.00545199,7.313489654,10.90598481,1.952265202,0.344162268
2022-09-30,292908,Jr Mortgage & HELOC,1.027294271,0.339745166,7.267196606,12.69415958,7.796806353,12.37993476,2.000463694,0.108441164
2022-12-31,292908,Jr Mortgage & HELOC,1.103716125,0.279835243,7.56002252,14.3710914,6.474422608,11.91984942,2.063734565,0
2023-03-31,292908,Jr Mortgage & HELOC,1.174783701,0.2343188,7.911431563,16.08447351,6.302225579,12.48449367,2.144388183,0
2023-06-30,292908,Jr Mortgage & HELOC,1.180946529,0.166206537,6.923555438,16.54123997,5.803457631,12.52746083,1.970958376,0
2023-09-30,292908,Jr Mortgage & HELOC,1.182267307,0.140237491,6.475367256,16.95649543,5.466536088,12.26148118,2.133215356,0.178245118
2023-12-31,292908,Jr Mortgage & HELOC,1.191691607,0.159932138,6.519765579,17.59756359,5.180692459,11.83680623,2.204060927,0.404841382
2024-03-31,292908,Jr Mortgage & HELOC,1.199103911,0.206878179,6.682368193,18.13896565,4.923869699,11.30107264,2.249497343,0.637394541
2020-12-31,292908,Comm. & Industrial,2.607406351,2.607406351,8.622390422,8.622390422,3.504102659,3.504102659,7.341796766,7.341796766
2021-03-31,292908,Comm. & Industrial,2.384802482,2.227214785,1.765797227,1.561638586,3.550489644,3.494570697,6.743727893,6.731728501
2021-06-30,292908,Comm. & Industrial,2.277446003,1.972607691,2.452475625,2.050496247,3.788771413,3.706762755,5.040980025,4.998771653
2021-09-30,292908,Comm. & Industrial,2.439154576,1.996061546,3.171319847,2.581337413,4.069508658,3.949698159,5.112825034,5.027002022
2021-12-31,292908,Comm. & Industrial,2.398755488,1.878368124,3.791388482,2.967814289,4.440806252,4.271574625,5.245451443,5.122814538
2022-03-31,292908,Comm. & Industrial,2.431435793,1.848777547,4.416492411,3.322762578,3.884944399,3.662188297,4.872347278,4.697618091
2022-06-30,292908,Comm. & Industrial,2.557180212,1.890841899,4.975965853,3.5889086,4.104125081,3.819722714,4.556544303,4.313478134
2022-09-30,292908,Comm. & Industrial,2.832580008,2.048214455,5.271130574,3.517892057,4.17504019,3.810858634,5.037847314,4.689750055
2022-12-31,292908,Comm. & Industrial,2.804455247,1.933018816,5.950690497,3.806702811,4.505020103,4.059884584,3.89306855,3.414459753
2023-03-31,292908,Comm. & Industrial,2.839202735,1.899548955,6.536243344,3.995132924,4.598662312,4.085367683,3.074717023,2.454244148
2023-06-30,292908,Comm. & Industrial,2.781598534,1.904999071,6.690543175,3.912738395,4.588293617,4.072949869,3.197104305,2.461717065
2023-09-30,292908,Comm. & Industrial,2.699949803,1.915317473,6.707466949,3.713842395,4.593694446,4.062512662,3.320442965,2.485620352
2023-12-31,292908,Comm. & Industrial,2.629962027,1.958152196,6.698321775,3.508757644,4.600684045,4.078421108,3.423715316,2.523999239
2024-03-31,292908,Comm. & Industrial,2.575173964,1.997016772,6.662153552,3.358432783,4.611942765,4.120765604,3.546690174,2.556464848
2020-12-31,292908,Comm. Real Estate,0.405370733,0.405370733,2.84449226,2.84449226,7.09672873,7.09672873,5.458968665,5.458968665
2021-03-31,292908,Comm. Real Estate,0.438200161,0.425035578,3.087799234,2.800087008,9.276202634,9.038958259,5.501689501,5.66390484
2021-06-30,292908,Comm. Real Estate,0.461141986,0.457741908,3.194046255,2.869476326,10.70658123,11.24856667,5.210769746,5.620094456
2021-09-30,292908,Comm. Real Estate,0.47844516,0.490515692,3.298725248,3.023902534,10.92670291,12.53486807,5.143493718,5.672503728
2021-12-31,292908,Comm. Real Estate,0.491479631,0.520117679,3.411094454,3.213400125,11.30817753,14.08683397,4.319058694,4.852431751
2022-03-31,292908,Comm. Real Estate,0.503980059,0.55211367,3.686184769,3.584319802,11.39467857,15.47874276,3.107850418,3.589655246
2022-06-30,292908,Comm. Real Estate,0.514343722,0.583367523,3.826486731,3.87394823,11.44257694,17.08845872,2.160395849,2.507443125
2022-09-30,292908,Comm. Real Estate,0.524793684,0.616554371,3.894396907,4.183804444,12.3864464,19.78058558,2.159676072,2.331251986
2022-12-31,292908,Comm. Real Estate,0.572265806,0.682540983,2.794891744,3.364164165,12.15998751,21.05619946,2.215331481,2.195834003
2023-03-31,292908,Comm. Real Estate,0.582139289,0.707087246,2.743603019,3.600136438,11.86065487,21.95054087,2.198042502,1.993671953
2023-06-30,292908,Comm. Real Estate,0.557294859,0.708423649,2.549296112,3.952209312,10.43264965,21.75082008,2.079970722,1.607132893
2023-09-30,292908,Comm. Real Estate,0.542382571,0.698859241,2.482674128,4.18116082,9.904804562,21.29725578,2.033696401,1.254054373
2023-12-31,292908,Comm. Real Estate,0.530730647,0.688605247,2.408625668,4.314697937,9.509693824,20.68510668,2.009140502,1.031732462
2024-03-31,292908,Comm. Real Estate,0.522582834,0.679586168,2.329161873,4.415563596,8.943948042,19.74657445,1.986910387,0.923732458
2020-12-31,299046,Credit Cards,73.53468042,73.53468042,29.44267002,29.44267002,118.6429506,118.6429506,94.35615529,94.35615529
2021-03-31,299046,Credit Cards,69.42791139,68.92751968,28.9711222,27.77201549,115.8298463,111.3065169,95.35014768,91.46788396
2021-06-30,299046,Credit Cards,67.18576691,66.25828651,29.87528203,27.13333168,115.1734229,105.5308975,97.01328887,88.71471986
2021-09-30,299046,Credit Cards,64.75628509,63.33190736,31.38507405,26.98454833,104.7991066,89.86492929,98.60236714,85.59603051
2021-12-31,299046,Credit Cards,66.34328979,63.80788835,32.10819194,26.03540016,100.9539168,80.59749299,97.22496323,78.9550842
2022-03-31,299046,Credit Cards,64.76097834,60.4432934,28.79381249,21.07423861,93.85033329,68.03867149,96.26831495,72.24312505
2022-06-30,299046,Credit Cards,61.67472133,55.00269641,28.51357785,19.37390055,85.02540674,54.37813616,97.33527861,67.65390926
2022-09-30,299046,Credit Cards,59.72765612,50.20451801,28.47635583,18.12568502,78.33922784,43.39664579,97.57188172,62.36928775
2022-12-31,299046,Credit Cards,59.09826076,46.32011343,28.45794042,17.03786244,72.36180354,33.57515059,99.48460971,58.82794847
2023-03-31,299046,Credit Cards,58.65110066,42.31480612,29.64934565,17.24115222,72.10260938,29.8487184,100.1654024,53.95968691
2023-06-30,299046,Credit Cards,58.45958818,39.02918137,29.81550796,17.64900522,71.3531003,30.01761846,99.69715111,51.95664802
2023-09-30,299046,Credit Cards,58.20387015,35.57095266,29.65353132,18.20609196,71.38054891,32.04172801,99.28499436,50.90554599
2023-12-31,299046,Credit Cards,58.2899673,32.45716189,29.47070963,19.04367609,70.63133384,33.92746184,99.20530916,50.79416581
2024-03-31,299046,Credit Cards,58.3438769,29.99615555,29.30345979,20.05405273,69.88687245,36.50636287,99.07136938,51.72066176
2020-12-31,299046,Jr Mortgage & HELOC,4.583304316,4.583304316,6.172178102,6.172178102,10.03426413,10.03426413,6.745293383,6.745293383
2021-03-31,299046,Jr Mortgage & HELOC,5.039068869,4.754347163,5.613426796,5.75719469,12.86007184,14.08067312,7.862182929,7.837416672
2021-06-30,299046,Jr Mortgage & HELOC,5.443447088,5.069138197,5.757481343,6.087153903,14.21350478,17.43719754,8.647513632,8.731395105
2021-09-30,299046,Jr Mortgage & HELOC,5.781646528,5.476126975,5.818547815,6.356992525,15.20874005,21.3182829,9.049971869,9.306611534
2021-12-31,299046,Jr Mortgage & HELOC,6.066956508,5.888213842,5.911690136,6.654666634,17.23317292,26.95535358,5.928499149,6.39244643
2022-03-31,299046,Jr Mortgage & HELOC,6.319202036,6.288782855,4.776917287,5.718135579,19.28460604,33.49728117,7.171504365,7.88745443
2022-06-30,299046,Jr Mortgage & HELOC,6.557076573,6.627828891,4.844217426,5.954596202,20.80780578,40.55029101,7.570593308,8.575177714
2022-09-30,299046,Jr Mortgage & HELOC,6.776905111,6.934051965,4.880542809,6.130688303,22.58878699,48.79065421,7.909779649,9.233289814
2022-12-31,299046,Jr Mortgage & HELOC,7.019470939,7.21159144,5.286181248,6.650457026,24.85544255,57.84474833,9.039295663,10.65460968
2023-03-31,299046,Jr Mortgage & HELOC,7.283422955,7.468374953,5.229423929,6.679730723,26.5190072,65.96546078,10.25363565,12.1142852
2023-06-30,299046,Jr Mortgage & HELOC,7.104617193,7.616714883,5.243323429,6.614158596,24.16906779,68.20833105,10.18709777,12.31840863
2023-09-30,299046,Jr Mortgage & HELOC,6.999806339,7.616042987,5.251058308,6.48229795,24.7611813,72.09489084,10.1903844,12.41459726
2023-12-31,299046,Jr Mortgage & HELOC,7.002103002,7.563831068,5.253730717,6.311310523,26.43222583,75.85565448,10.22206122,12.47328389
2024-03-31,299046,Jr Mortgage & HELOC,7.074666046,7.558538644,5.262926285,6.121547527,26.3275741,76.80750365,10.28163312,12.51165584
2020-12-31,299046,Comm. & Industrial,7.181874055,7.181874055,11.00400095,11.00400095,4.561952777,4.561952777,32.49329581,32.49329581
2021-03-31,299046,Comm. & Industrial,7.29244514,8.9283212,12.68942576,12.23447865,5.082737995,4.428691425,34.31295272,33.21752529
2021-06-30,299046,Comm. & Industrial,6.391699356,9.850147954,12.76513255,12.43724206,4.949257985,3.857864643,28.3598097,26.9452065
2021-09-30,299046,Comm. & Industrial,5.767029278,11.03590521,12.60739572,12.63598346,5.435582955,3.890252115,27.9161198,26.31991213
2021-12-31,299046,Comm. & Industrial,5.465422086,12.44781729,13.58855698,14.01577168,5.728252464,3.775276708,27.32149919,25.74213482
2022-03-31,299046,Comm. & Industrial,5.248323788,13.65205527,13.8918346,14.72995153,5.923545957,3.625152863,20.98822095,19.46753481
2022-06-30,299046,Comm. & Industrial,5.223558727,14.85941497,13.63885083,14.87911312,6.072681064,3.516479718,21.68622534,20.25162254
2022-09-30,299046,Comm. & Industrial,2.846450335,13.80827829,14.46866928,16.19754001,6.591239476,3.687789342,16.95116795,15.55826464
2022-12-31,299046,Comm. & Industrial,1.614732642,13.63047924,14.88804613,17.02153773,5.688053256,2.531929909,19.24525464,18.26895265
2023-03-31,299046,Comm. & Industrial,1.919216932,14.57007596,15.60454764,17.99500049,5.957883146,2.669521262,21.40027104,20.87287818
2023-06-30,299046,Comm. & Industrial,1.736015016,13.63858912,14.97076615,17.95592303,5.752057492,2.822073776,18.80083513,19.44981848
2023-09-30,299046,Comm. & Industrial,2.417402194,13.10489632,14.54450921,17.6041128,5.897680844,3.250715191,19.93713663,21.2385713
2023-12-31,299046,Comm. & Industrial,2.729304348,11.85768985,14.24094972,17.18051644,5.829543391,3.531583357,19.85194859,21.68553943
2024-03-31,299046,Comm. & Industrial,2.928793846,10.41694354,14.01289828,16.7974718,5.751074988,3.855636378,20.10013657,22.22565864
2020-12-31,299046,Comm. Real Estate,3.094929722,3.094929722,12.37074828,12.37074828,2.138786316,2.138786316,8.047395305,8.047395305
2021-03-31,299046,Comm. Real Estate,3.234577282,3.584771259,13.37637198,13.44068134,2.227630212,2.186218218,8.534558599,8.718619359
2021-06-30,299046,Comm. Real Estate,3.307266139,4.108217022,15.16143324,15.56248286,2.363365058,2.408717975,8.268469808,9.014700382
2021-09-30,299046,Comm. Real Estate,3.326490287,4.652992992,15.34029548,16.27522846,2.456181232,2.625492393,8.164521462,9.737001647
2021-12-31,299046,Comm. Real Estate,3.328299312,5.213823146,15.64982388,17.19832741,2.525006102,2.827126748,8.024342706,10.5850259
2022-03-31,299046,Comm. Real Estate,3.085411803,5.562562848,16.2307758,18.45465682,2.591934717,3.045367286,7.854446734,11.51351154
2022-06-30,299046,Comm. Real Estate,2.909056588,5.969099562,16.66462522,19.59361279,2.646577996,3.262293457,7.679672552,12.56244616
2022-09-30,299046,Comm. Real Estate,2.859596075,6.506208459,17.07940857,20.73684591,2.695974817,3.487565344,4.838387737,11.0354866
2022-12-31,299046,Comm. Real Estate,2.781019683,6.928621584,17.43553937,21.68422748,2.741751219,3.669211351,5.020016338,12.4835741
2023-03-31,299046,Comm. Real Estate,2.725149041,7.285738661,17.70223146,22.43055841,2.9538998,3.989997439,4.504597201,13.05465317
2023-06-30,299046,Comm. Real Estate,2.505334114,7.099862714,18.07824404,23.16248479,2.91420904,4.095311266,3.769677076,13.10215782
2023-09-30,299046,Comm. Real Estate,2.345528063,6.806327457,17.67375987,22.80613113,2.835320801,4.034348877,3.5114049,13.1303162
2023-12-31,299046,Comm. Real Estate,2.226164575,6.432065996,17.36886433,22.33674608,2.777598618,3.963140092,3.259167638,12.80514594
2024-03-31,299046,Comm. Real Estate,2.130770981,6.004872436,16.93595382,21.6106865,2.740065116,3.892995571,3.030454878,12.2075787
2020-12-31,302656,Credit Cards,0,0,0,0,0,0,65.09484044,65.09484044
2021-03-31,302656,Credit Cards,0,0,0,0,0,0,69.65415862,68.90503786
2021-06-30,302656,Credit Cards,0,0,0,0,0,0,72.97017706,74.62326542
2021-09-30,302656,Credit Cards,0,0,0,0,0,0,75.5505288,80.90419233
2021-12-31,302656,Credit Cards,0,0,0,0,0,0,77.57064733,87.20488473
2022-03-31,302656,Credit Cards,0,0,0,0,0,0,79.19054452,93.83093924
2022-06-30,302656,Credit Cards,0,0,0,0,0,0,80.57924499,100.7743792
2022-09-30,302656,Credit Cards,0,0,0,0,0,0,81.73675295,108.0071476
2022-12-31,302656,Credit Cards,0,0,0,0,0,0,82.8352241,114.4576749
2023-03-31,302656,Credit Cards,0,0,0,0,0,0,84.06860733,120.2801815
2023-06-30,302656,Credit Cards,0,0,0,0,0,0,80.79226663,122.0706792
2023-09-30,302656,Credit Cards,0,0,0,0,0,0,78.89405095,121.7308531
2023-12-31,302656,Credit Cards,0,0,0,0,0,0,77.52618242,120.5959337
2024-03-31,302656,Credit Cards,0,0,0,0,0,0,76.67775792,119.0240482
2020-12-31,302656,Jr Mortgage & HELOC,0.39151949,0.39151949,4.302461994,4.302461994,2.721251776,2.721251776,1.878262518,1.878262518
2021-03-31,302656,Jr Mortgage & HELOC,0.451898231,0.395741285,5.400849087,5.375878912,2.349586971,2.557611171,2.360779796,2.250724891
2021-06-30,302656,Jr Mortgage & HELOC,0.511717781,0.409570554,5.298185284,5.746358902,2.556033197,3.471186028,2.790003005,2.696760319
2021-09-30,302656,Jr Mortgage & HELOC,0.56912068,0.418105653,5.24745118,6.37115766,2.750800371,4.483598277,3.301237491,3.259919345
2021-12-31,302656,Jr Mortgage & HELOC,0.62574415,0.434842811,5.467220856,7.394485173,2.907500955,5.38260571,4.033219176,4.062385763
2022-03-31,302656,Jr Mortgage & HELOC,0.678104145,0.444655986,6.224952378,9.117937828,3.062289868,6.225923891,5.074266546,5.230799462
2022-06-30,302656,Jr Mortgage & HELOC,0.73698511,0.445206391,6.353984889,10.46866836,3.180373124,6.962398514,6.77790709,7.147901684
2022-09-30,302656,Jr Mortgage & HELOC,0.790943751,0.4396484,6.306362816,11.87836801,3.242953203,7.692856758,8.137000125,8.850421033
2022-12-31,302656,Jr Mortgage & HELOC,0.844259053,0.436983304,6.343940641,13.33867872,3.321584349,8.508294505,12.01615419,13.30850419
2023-03-31,302656,Jr Mortgage & HELOC,0.897868051,0.442435779,6.717986736,15.07645012,3.363314994,9.220775135,21.6843154,24.30089165
2023-06-30,302656,Jr Mortgage & HELOC,0.88794314,0.457445616,5.738910524,15.42086859,2.865444332,9.149525371,74.98216792,89.13132812
2023-09-30,302656,Jr Mortgage & HELOC,0.877216963,0.472918518,6.109720057,16.36563884,2.726226426,8.897797497,0,0
2023-12-31,302656,Jr Mortgage & HELOC,0.870429603,0.505339429,6.519367875,17.10322941,2.605488023,8.526275044,0,0
2024-03-31,302656,Jr Mortgage & HELOC,0.867900725,0.542528147,6.839192994,17.59353545,2.482857767,8.188343021,0,0
2020-12-31,302656,Comm. & Industrial,4.561952777,4.561952777,2.151983673,2.151983673,11.00400095,11.00400095,7.181874055,7.181874055
2021-03-31,302656,Comm. & Industrial,5.082737995,4.428691425,2.039929721,1.993531638,12.68942576,12.23447865,7.29244514,8.9283212
2021-06-30,302656,Comm. & Industrial,4.949257985,3.857864643,2.41747001,2.408045135,12.76513255,12.43724206,6.391699356,9.850147954
2021-09-30,302656,Comm. & Industrial,5.435582955,3.890252115,2.426070331,2.471236564,12.60739572,12.63598346,5.767029278,11.03590521
2021-12-31,302656,Comm. & Industrial,5.728252464,3.775276708,2.677191492,2.777995123,13.58855698,14.01577168,5.465422086,12.44781729
2022-03-31,302656,Comm. & Industrial,5.923545957,3.625152863,2.946552846,3.110355798,13.8918346,14.72995153,5.248323788,13.65205527
2022-06-30,302656,Comm. & Industrial,6.072681064,3.516479718,3.240059395,3.46917256,13.63885083,14.87911312,5.223558727,14.85941497
2022-09-30,302656,Comm. & Industrial,6.591239476,3.687789342,3.334516966,3.645048054,14.46866928,16.19754001,2.846450335,13.80827829
2022-12-31,302656,Comm. & Industrial,5.688053256,2.531929909,3.765806718,4.144606766,14.88804613,17.02153773,1.614732642,13.63047924
2023-03-31,302656,Comm. & Industrial,5.957883146,2.669521262,3.776636431,4.203421164,15.60454764,17.99500049,1.919216932,14.57007596
2023-06-30,302656,Comm. & Industrial,5.752057492,2.822073776,3.683620433,4.201026381,14.97076615,17.95592303,1.736015016,13.63858912
2023-09-30,302656,Comm. & Industrial,5.897680844,3.250715191,3.625240274,4.160357918,14.54450921,17.6041128,2.417402194,13.10489632
2023-12-31,302656,Comm. & Industrial,5.829543391,3.531583357,3.57831946,4.118479537,14.24094972,17.18051644,2.729304348,11.85768985
2024-03-31,302656,Comm. & Industrial,5.751074988,3.855636378,3.543710926,4.081996646,14.01289828,16.7974718,2.928793846,10.41694354
2020-12-31,302656,Comm. Real Estate,2.792189644,2.792189644,3.052996307,3.052996307,1.467156358,1.467156358,2.070118018,2.070118018
2021-03-31,302656,Comm. Real Estate,3.432302425,3.157423677,3.169678742,3.678865268,1.492349251,1.477281172,2.268981481,2.295373576
2021-06-30,302656,Comm. Real Estate,3.79093646,3.571394454,3.210440014,4.232139538,1.539562098,1.624656333,2.330161236,2.51464168
2021-09-30,302656,Comm. Real Estate,4.216034116,4.176320231,3.200268518,4.70659911,1.560789885,1.793382092,2.353346192,2.757640472
2021-12-31,302656,Comm. Real Estate,4.364565124,4.550280829,3.167888169,5.100648832,1.555552279,1.952304055,2.46065524,3.13645993
2022-03-31,302656,Comm. Real Estate,4.543369975,4.991803043,3.211046428,5.535178777,1.537001773,2.117123135,2.758569374,3.748747715
2022-06-30,302656,Comm. Real Estate,4.694441269,5.481768822,3.2592,5.966897962,1.529547125,2.315027124,2.827872769,4.168124246
2022-09-30,302656,Comm. Real Estate,4.812143125,6.058362672,3.293742885,6.336855037,1.549825771,2.553164731,2.884543202,4.607833875
2022-12-31,302656,Comm. Real Estate,4.197465634,5.922469361,2.558084699,5.85072372,1.672278172,2.860200115,3.133483717,5.19837913
2023-03-31,302656,Comm. Real Estate,4.275113495,6.462681982,2.586883569,6.056389639,1.813523895,3.15193621,3.163846415,5.513175945
2023-06-30,302656,Comm. Real Estate,3.992532575,6.885234171,2.426799489,5.629572933,1.73719936,3.221773787,2.989121588,5.569482226
2023-09-30,302656,Comm. Real Estate,3.881948703,7.127047061,2.321160547,5.184295406,1.64622806,3.161123627,2.867568407,5.5184661
2023-12-31,302656,Comm. Real Estate,3.774339461,7.232145355,2.248481248,4.740126409,1.574948805,3.071405883,2.772314277,5.403885209
2024-03-31,302656,Comm. Real Estate,3.66691731,7.275161333,2.192434146,4.317080557,1.521489406,2.965226873,2.69906521,5.243693713
2020-12-31,311845,Credit Cards,136.0880605,136.0880605,86.72584977,86.72584977,61.89856301,61.89856301,90.73577851,90.73577851
2021-03-31,311845,Credit Cards,134.7295105,134.370004,85.15955511,84.23390569,61.09867331,61.70177661,89.78690573,90.20185071
2021-06-30,311845,Credit Cards,128.7151905,127.2918934,83.1834905,80.41023166,59.45694093,60.71581101,87.15602633,88.58155922
2021-09-30,311845,Credit Cards,123.7698629,120.8072474,83.42515131,78.1299727,58.81108324,60.81525057,86.42850604,89.42458332
2021-12-31,311845,Credit Cards,119.0472066,114.1034274,83.22784991,74.99307742,58.05499748,60.85856219,85.14333618,90.1027412
2022-03-31,311845,Credit Cards,114.9157915,107.5249088,82.65967193,71.07329403,56.49791097,60.12188313,83.50181678,90.83168476
2022-06-30,311845,Credit Cards,109.0790441,98.88892916,84.38300365,69.21222277,53.80503585,58.18254767,80.31704796,90.28385791
2022-09-30,311845,Credit Cards,104.7820294,91.49012517,87.32405089,68.31931092,53.32740263,58.35495141,77.50658594,90.3326497
2022-12-31,311845,Credit Cards,102.5402203,86.03021525,93.12450286,70.13461036,54.34172102,59.93627893,75.02654073,90.47836663
2023-03-31,311845,Credit Cards,103.085168,83.28435345,101.7728655,74.61305485,56.02753537,62.13672154,75.24394625,93.05344591
2023-06-30,311845,Credit Cards,103.6145376,80.93817003,109.3807819,79.25584106,57.4447839,63.29710451,74.27667761,93.73055098
2023-09-30,311845,Credit Cards,104.0779697,79.26352218,117.6276574,85.72375348,58.68707792,64.1346282,73.52386555,93.72750252
2023-12-31,311845,Credit Cards,104.4733947,78.10489388,125.9647362,93.20758821,59.79673648,64.67149086,72.91043315,93.13081921
2024-03-31,311845,Credit Cards,104.9015036,77.45208778,133.9303679,100.7754022,60.80430304,65.00386362,72.39931461,92.04596026
2020-12-31,311845,Jr Mortgage & HELOC,2.98985196,2.98985196,6.302253325,6.302253325,1.379265147,1.379265147,1.892878661,1.892878661
2021-03-31,311845,Jr Mortgage & HELOC,3.760956947,3.790047787,6.767721133,7.252316601,1.88345353,1.761803948,2.019418555,2.236449582
2021-06-30,311845,Jr Mortgage & HELOC,4.623531678,5.2497683,7.64630589,8.758042396,2.076583327,2.143231879,1.773407499,2.324131023
2021-09-30,311845,Jr Mortgage & HELOC,5.157597115,6.70452877,8.381085121,10.23200349,2.445086312,2.768259275,1.937894144,2.93758302
2021-12-31,311845,Jr Mortgage & HELOC,5.79107459,8.45823711,7.828720139,10.45843912,2.686593592,3.277202023,2.093073901,3.62713326
2022-03-31,311845,Jr Mortgage & HELOC,5.984565312,10.00150788,7.106530004,10.54154921,2.748601771,3.631835765,2.042147272,4.20216039
2022-06-30,311845,Jr Mortgage & HELOC,6.498988196,12.08539518,7.313635624,11.52933607,2.931921707,4.147442794,2.25558797,5.128259644
2022-09-30,311845,Jr Mortgage & HELOC,6.466319915,13.82213294,6.975953631,12.04229759,3.037111507,4.654565408,1.985101513,5.656522983
2022-12-31,311845,Jr Mortgage & HELOC,7.171470037,16.18087478,6.664349792,12.45267231,3.232970138,5.180607058,2.230418173,6.704257497
2023-03-31,311845,Jr Mortgage & HELOC,7.953135529,18.48612808,6.559033167,12.92464674,3.518305381,5.731414638,2.585054753,7.839317131
2023-06-30,311845,Jr Mortgage & HELOC,7.403609134,19.39721627,6.24334235,12.61992918,3.313031873,5.868096805,2.719376782,8.456436429
2023-09-30,311845,Jr Mortgage & HELOC,7.119103762,19.80068329,6.009567727,12.1777976,3.163945754,5.74999894,2.905817383,8.934706862
2023-12-31,311845,Jr Mortgage & HELOC,6.955881506,19.9351946,5.830329936,11.62780194,3.04654412,5.603543746,3.134249595,9.283903511
2024-03-31,311845,Jr Mortgage & HELOC,6.906074862,19.87156769,5.682763716,11.00873609,2.956022648,5.455876534,3.394128182,9.522082955
2020-12-31,311845,Comm. & Industrial,9.221439038,9.221439038,18.33788693,18.33788693,5.593999804,5.593999804,6.59377418,6.59377418
2021-03-31,311845,Comm. & Industrial,9.931335314,9.583248298,17.41021103,16.18490692,5.643160364,5.719360829,5.790212307,5.692654019
2021-06-30,311845,Comm. & Industrial,10.05462105,9.975337015,17.64095198,15.16487666,5.487811415,5.729454745,5.408619131,5.232421897
2021-09-30,311845,Comm. & Industrial,10.2244761,10.53374256,16.59998005,13.00035333,5.246840366,5.70083339,5.196351326,4.94634882
2021-12-31,311845,Comm. & Industrial,9.594631813,10.32506577,16.24975615,11.69724971,5.162011512,5.841144997,5.030586993,4.660421683
2022-03-31,311845,Comm. & Industrial,9.447324116,10.61656107,14.46169353,9.129413078,5.122697479,6.036702053,4.504669088,3.973048459
2022-06-30,311845,Comm. & Industrial,9.241678,10.92357739,13.15128419,7.218418881,4.431579121,5.593863461,4.805723858,4.080407339
2022-09-30,311845,Comm. & Industrial,9.098551835,11.45748992,13.948481,7.270060592,4.634383536,6.058600107,4.101362578,3.137628739
2022-12-31,311845,Comm. & Industrial,6.914395574,9.957519566,13.64074065,6.360628219,4.704658218,6.332760642,3.845321719,2.616952528
2023-03-31,311845,Comm. & Industrial,6.737845757,10.38054072,12.80706359,5.084585617,4.481403868,6.279835946,4.222614721,2.724245278
2023-06-30,311845,Comm. & Industrial,6.072022295,10.51066893,12.44466674,5.107812653,4.269157393,6.159015072,4.101583789,2.412598511
2023-09-30,311845,Comm. & Industrial,5.794962465,10.48781727,12.12538445,5.375495146,4.093869733,5.975941617,4.014227218,2.131521678
2023-12-31,311845,Comm. & Industrial,5.539977438,10.33043585,11.84723081,5.789696896,3.944102173,5.757040161,3.962058492,1.889752593
2024-03-31,311845,Comm. & Industrial,5.29306098,10.08172035,11.58347127,6.300531015,3.813138972,5.5139917,3.908902673,1.706972304
2020-12-31,311845,Comm. Real Estate,0.740454218,0.740454218,8.301947495,8.301947495,3.579980116,3.579980116,2.94058528,2.94058528
2021-03-31,311845,Comm. Real Estate,0.806506152,0.855722907,10.61420415,10.87419046,4.176690646,4.186104053,3.061332867,3.909154599
2021-06-30,311845,Comm. Real Estate,0.959532981,1.31683562,8.483082342,9.330680813,4.526143763,4.703412367,3.073755568,4.700492213
