rssd_id,portfolio,Peer,state,present,peer_rssd_id,Assets,color,Size,loc_x,loc_y,name
936136,Comm. Real Estate,bank3,Rhode Island,1,2434113,3,#1900ff,8,40,30,BANK RHODE ISLAND
936426,Comm. Real Estate,bank0,Pennsylvania,2,936426,9,#000000,6,15,30,S&T BK
936426,Comm. Real Estate,bank1,Indiana,1,17147,13,#fffb00,10,-13,33,FIRST MRCHS BK
936426,Comm. Real Estate,bank2,California,1,871769,9,#ff00ff,6,-145,40,FARMERS & MRCH BK
936426,Comm. Real Estate,bank3,Pennsylvania,1,2354985,18,#1900ff,12,10,27,CUSTOMERS BK
936462,Comm. Real Estate,bank0,California,2,936462,18,#000000,8,-145,40,MECHANICS BK
936462,Comm. Real Estate,bank1,Ohio,1,165628,15,#fffb00,6,-5,35,FIRST FNCL BK
936462,Comm. Real Estate,bank2,Illinois,1,210434,151,#ff00ff,12,-27,37,NORTHERN TC
936462,Comm. Real Estate,bank3,Arkansas,1,311845,24,#1900ff,10,-42,48,ARVEST BK
936855,Comm. Real Estate,bank0,Missouri,2,936855,30,#000000,12,-38,38,UMB BK NA
936855,Comm. Real Estate,bank1,West Virginia,1,645625,16,#fffb00,10,5,40,WESBANCO BK
936855,Comm. Real Estate,bank2,Mississippi,1,749242,14,#ff00ff,8,-28,53,RENASANT BK
936855,Comm. Real Estate,bank3,California,1,933966,13,#1900ff,6,-145,40,CITIZENS BUS BK
945053,Comm. Real Estate,bank0,Oklahoma,2,945053,3,#000000,10,-55,46,RCB BK
945053,Comm. Real Estate,bank1,New York,1,161602,3,#fffb00,10,28,18,CANANDAIGUA NB&TC
945053,Comm. Real Estate,bank2,Massachusetts,1,900306,2,#ff00ff,8,38,23,NORTHERN B&TC
945053,Comm. Real Estate,bank3,New York,1,1494914,1,#1900ff,6,20,20,SHINHAN BK AMER
949154,Comm. Real Estate,bank0,Texas,2,949154,3,#000000,8,-60,60,TEXAS B&TC
949154,Comm. Real Estate,bank1,New York,1,384018,2,#fffb00,6,28,18,WOORI AMER BK
949154,Comm. Real Estate,bank2,Texas,1,599764,4,#ff00ff,10,-70,55,AMERICAN NB TX
949154,Comm. Real Estate,bank3,Pennsylvania,1,1216321,4,#1900ff,10,15,30,DBA REPUBLIC BANK
958727,Comm. Real Estate,bank0,Virginia,2,958727,2,#000000,6,15,42,AMERICAN NB&TC
958727,Comm. Real Estate,bank1,California,1,808260,4,#fffb00,12,-145,40,FARMERS & MRCH BK CENT CA
958727,Comm. Real Estate,bank2,California,1,2734729,3,#ff00ff,10,-153,30,AMERICAN BUS BK
958727,Comm. Real Estate,bank3,California,1,2867337,2,#1900ff,6,-135,50,FIVE STAR BK
963945,Comm. Real Estate,bank0,Indiana,2,963945,9,#000000,8,-13,33,MERCHANTS BK OF IN
963945,Comm. Real Estate,bank1,Florida,1,34537,8,#fffb00,6,0,63,SEACOAST NB
963945,Comm. Real Estate,bank2,Pennsylvania,1,42420,9,#ff00ff,8,15,30,FIRST COMMONWEALTH BK
963945,Comm. Real Estate,bank3,New York,1,320119,10,#1900ff,12,28,18,ISRAEL DISCOUNT BK OF NY
964700,Comm. Real Estate,bank0,Massachusetts,2,964700,9,#000000,10,38,23,BOSTON PRIVATE B&TC
964700,Comm. Real Estate,bank1,New York,1,23504,6,#fffb00,6,28,18,BNB BK
964700,Comm. Real Estate,bank2,Pennsylvania,1,42420,9,#ff00ff,10,15,30,FIRST COMMONWEALTH BK
964700,Comm. Real Estate,bank3,North Carolina,1,216922,7,#1900ff,8,9,48,FIRST BK
971959,Comm. Real Estate,bank0,North Dakota,2,971959,1,#000000,8,-65,2,AMERICAN BK CTR
971959,Comm. Real Estate,bank1,Georgia,1,37435,1,#fffb00,8,-5,55,UNITED BK
971959,Comm. Real Estate,bank2,Tennessee,1,150035,1,#ff00ff,8,-15,47,FIRST FARMERS & MRCH B
971959,Comm. Real Estate,bank3,Texas,1,613950,2,#1900ff,12,-60,60,DBA FIRST CONVENIENCE BK
976703,Comm. Real Estate,bank0,New York,2,976703,2,#000000,6,28,18,BESSEMER TC NA
976703,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,28,38,DISCOVER BK
976703,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,10,20,20,MIZUHO BK USA
976703,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,8,28,35,SUMITOMO MITSUI TR BK USA
978118,Comm. Real Estate,bank0,Pennsylvania,2,978118,1,#000000,8,15,30,FIRST CITIZENS CMNTY BK
978118,Comm. Real Estate,bank1,Mississippi,1,69333,1,#fffb00,8,-28,53,CITIZENS NB OF MERIDIAN
978118,Comm. Real Estate,bank2,Iowa,1,674849,1,#ff00ff,8,-38,23,LUANA SVG BK
978118,Comm. Real Estate,bank3,Virginia,1,928421,2,#1900ff,12,15,42,CITIZENS & FARMERS BK
980661,Comm. Real Estate,bank0,Hawaii,2,980661,22,#000000,8,-160,50,FIRST HAWAIIAN BK
980661,Comm. Real Estate,bank1,Nebraska,1,527954,24,#fffb00,10,-70,27,FIRST NB OF OMAHA
980661,Comm. Real Estate,bank2,New York,1,541101,349,#ff00ff,12,28,18,BANK OF NY MELLON
980661,Comm. Real Estate,bank3,Texas,1,637451,13,#1900ff,6,-60,60,PLAINSCAPITAL BK
984379,Comm. Real Estate,bank0,Utah,2,984379,3,#000000,8,-110,35,ALTABANK
984379,Comm. Real Estate,bank1,Illinois,1,426534,3,#fffb00,8,-27,37,HEARTLAND B&TC
984379,Comm. Real Estate,bank2,California,1,930965,4,#ff00ff,12,-145,40,MANUFACTURERS BK
984379,Comm. Real Estate,bank3,West Virginia,1,2372774,2,#1900ff,6,5,40,SUMMIT CMNTY BK
991340,Comm. Real Estate,bank0,Indiana,2,991340,7,#000000,12,-13,33,1ST SOURCE BK
991340,Comm. Real Estate,bank1,Mississippi,1,460033,3,#fffb00,8,-28,53,COMMUNITY BK OF MS
991340,Comm. Real Estate,bank2,Massachusetts,1,900306,2,#ff00ff,6,38,23,NORTHERN B&TC
991340,Comm. Real Estate,bank3,Oklahoma,1,945053,3,#1900ff,8,-55,46,RCB BK
995076,Comm. Real Estate,bank0,Utah,2,995076,2,#000000,8,-110,35,CACHE VALLEY BK
995076,Comm. Real Estate,bank1,New York,1,245016,1,#fffb00,6,28,18,HABIB AMER BK
995076,Comm. Real Estate,bank2,Missouri,1,657459,2,#ff00ff,8,-38,38,MIDWEST BANKCENTRE
995076,Comm. Real Estate,bank3,Illinois,1,2119773,3,#1900ff,12,-27,37,HINSDALE B&TC NA
996260,Comm. Real Estate,bank0,California,2,996260,4,#000000,10,-145,40,CTBC BK CORP USA
996260,Comm. Real Estate,bank1,Tennessee,1,159636,3,#fffb00,6,-15,47,WILSON B&TC
996260,Comm. Real Estate,bank2,Kentucky,1,316840,6,#ff00ff,12,-12,42,REPUBLIC B&TC
996260,Comm. Real Estate,bank3,Texas,1,913753,3,#1900ff,6,-60,60,INWOOD NB
1001152,Comm. Real Estate,bank0,Texas,2,1001152,9,#000000,10,-60,60,INTERNATIONAL BK OF CMRC
1001152,Comm. Real Estate,bank1,Washington,1,258771,7,#fffb00,6,-138,0,HOMESTREET BK
1001152,Comm. Real Estate,bank2,Massachusetts,1,473501,12,#ff00ff,12,38,23,BERKSHIRE BK
1001152,Comm. Real Estate,bank3,Missouri,1,1190476,8,#1900ff,8,-38,38,ENTERPRISE B&TC
1001639,Comm. Real Estate,bank0,Illinois,2,1001639,2,#000000,6,-27,37,PARKWAY B&TC
1001639,Comm. Real Estate,bank1,Colorado,1,255659,5,#fffb00,8,-85,38,BANK OF COLORADO
1001639,Comm. Real Estate,bank2,Texas,1,412751,8,#ff00ff,12,-60,60,WOODFOREST NB
1001639,Comm. Real Estate,bank3,Texas,1,466857,5,#1900ff,8,-70,55,HAPPY ST BK
1001648,Comm. Real Estate,bank0,Illinois,2,1001648,2,#000000,12,-27,37,CARROLLTON BK
1001648,Comm. Real Estate,bank1,New York,1,176101,1,#fffb00,8,28,18,ORANGE B&TC
1001648,Comm. Real Estate,bank2,Wisconsin,1,242444,1,#ff00ff,8,-30,15,TRI CITY NB
1001648,Comm. Real Estate,bank3,Texas,1,2746263,1,#1900ff,8,-60,60,FIRSTCAPITAL BK OF TX NA
1007015,Comm. Real Estate,bank0,Kentucky,2,1007015,3,#000000,12,-12,42,CENTRAL B&TC
1007015,Comm. Real Estate,bank1,California,1,140362,1,#fffb00,6,-145,40,SUNWEST BK
1007015,Comm. Real Estate,bank2,Washington,1,455972,2,#ff00ff,10,-138,0,PEOPLES BK
1007015,Comm. Real Estate,bank3,Illinois,1,716833,1,#1900ff,6,-27,37,MARQUETTE BK
1007819,Comm. Real Estate,bank0,Pennsylvania,2,1007819,1,#000000,6,15,30,FIDELITY DEPOSIT & DISCOUNT BK
1007819,Comm. Real Estate,bank1,Texas,1,24668,1,#fffb00,6,-60,60,BTH BK NA
1007819,Comm. Real Estate,bank2,Massachusetts,1,377908,6,#ff00ff,12,38,23,CENTURY B&TC
1007819,Comm. Real Estate,bank3,New York,1,538802,2,#1900ff,10,28,18,INTERAUDI BK
1007846,Comm. Real Estate,bank0,Illinois,2,1007846,20,#000000,12,-27,37,FIRST MW BK
1007846,Comm. Real Estate,bank1,Mississippi,1,342634,15,#fffb00,10,-28,53,TRUSTMARK NB
1007846,Comm. Real Estate,bank2,New York,1,2736291,10,#ff00ff,6,28,18,POPULAR BK
1007846,Comm. Real Estate,bank3,Virginia,1,2797724,14,#1900ff,8,15,42,TOWNEBANK
1009354,Comm. Real Estate,bank0,Kansas,2,1009354,3,#000000,8,-60,38,SECURITY BK OF KANSAS CITY
1009354,Comm. Real Estate,bank1,Indiana,1,37640,4,#fffb00,10,-13,33,GERMAN AMER BK
1009354,Comm. Real Estate,bank2,Montana,1,651859,4,#ff00ff,10,-100,2,STOCKMAN BK OF MT
1009354,Comm. Real Estate,bank3,California,1,1436204,2,#1900ff,6,-145,40,BANK OF MARIN
1011526,Comm. Real Estate,bank0,West Virginia,2,1011526,5,#000000,8,5,40,CITY NB OF WV
1011526,Comm. Real Estate,bank1,Alaska,1,114260,4,#fffb00,6,-165,0,FIRST NB ALASKA
1011526,Comm. Real Estate,bank2,Maine,1,593007,5,#ff00ff,8,50,10,CAMDEN NB
1011526,Comm. Real Estate,bank3,New York,1,661308,6,#1900ff,12,28,18,AMALGAMATED BK
1015560,Comm. Real Estate,bank0,New York,2,1015560,2,#000000,6,28,18,INDUSTRIAL & CMRL BK
1015560,Comm. Real Estate,bank1,Alaska,1,114260,4,#fffb00,8,-165,0,FIRST NB ALASKA
1015560,Comm. Real Estate,bank2,Colorado,1,260055,5,#ff00ff,10,-85,38,ALPINE BK
1015560,Comm. Real Estate,bank3,West Virginia,1,1011526,5,#1900ff,10,5,40,CITY NB OF WV
1017939,Comm. Real Estate,bank0,Georgia,2,1017939,17,#000000,10,-5,55,UNITED CMNTY BK
1017939,Comm. Real Estate,bank1,Mississippi,1,749242,14,#fffb00,8,-28,53,RENASANT BK
1017939,Comm. Real Estate,bank2,California,1,933966,13,#ff00ff,6,-145,40,CITIZENS BUS BK
1017939,Comm. Real Estate,bank3,Texas,1,2618780,38,#1900ff,12,-60,60,TEXAS CAP BK NA
1187001,Comm. Real Estate,bank0,Oklahoma,2,1187001,3,#000000,8,-55,46,INTERBANK
1187001,Comm. Real Estate,bank1,Iowa,1,139740,2,#fffb00,6,-38,23,WEST BK
1187001,Comm. Real Estate,bank2,California,1,662369,3,#ff00ff,8,-145,40,BANK OF THE SIERRA
1187001,Comm. Real Estate,bank3,Iowa,1,836843,5,#1900ff,12,-42,27,MIDWESTONE BK
1190476,Comm. Real Estate,bank0,Missouri,2,1190476,8,#000000,8,-38,38,ENTERPRISE B&TC
1190476,Comm. Real Estate,bank1,Washington,1,258771,7,#fffb00,6,-138,0,HOMESTREET BK
1190476,Comm. Real Estate,bank2,Massachusetts,1,473501,12,#ff00ff,12,38,23,BERKSHIRE BK
1190476,Comm. Real Estate,bank3,Texas,1,1001152,9,#1900ff,10,-60,60,INTERNATIONAL BK OF CMRC
1216321,Comm. Real Estate,bank0,Pennsylvania,2,1216321,4,#000000,10,15,30,DBA REPUBLIC BANK
1216321,Comm. Real Estate,bank1,New Jersey,1,9807,2,#fffb00,6,28,35,AMBOY BK
1216321,Comm. Real Estate,bank2,Texas,1,599764,4,#ff00ff,10,-60,60,AMERICAN NB TX
1216321,Comm. Real Estate,bank3,Virginia,1,933621,3,#1900ff,8,15,42,BURKE & HERBERT B&TC
1216826,Comm. Real Estate,bank0,California,2,1216826,2,#000000,10,-145,40,SILVERGATE BK
1216826,Comm. Real Estate,bank1,Georgia,1,37435,1,#fffb00,6,-5,55,UNITED BK
1216826,Comm. Real Estate,bank2,Tennessee,1,150035,1,#ff00ff,6,-15,47,FIRST FARMERS & MRCH B
1216826,Comm. Real Estate,bank3,Texas,1,613950,2,#1900ff,10,-60,60,DBA FIRST CONVENIENCE BK
1225761,Comm. Real Estate,bank0,Nevada,2,1225761,18,#000000,10,-130,35,WELLS FARGO NB WEST
1225761,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,28,38,DISCOVER BK
1225761,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
1225761,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
1356768,Comm. Real Estate,bank0,Massachusetts,2,1356768,4,#000000,8,38,23,ENTERPRISE B&TC
1356768,Comm. Real Estate,bank1,Colorado,1,255659,5,#fffb00,10,-85,38,BANK OF COLORADO
1356768,Comm. Real Estate,bank2,Texas,1,466857,5,#ff00ff,10,-60,60,HAPPY ST BK
1356768,Comm. Real Estate,bank3,Texas,1,774262,3,#1900ff,6,-70,55,COMMUNITYBANK TX NA
1386251,Comm. Real Estate,bank0,Oklahoma,2,1386251,8,#000000,10,-55,46,BANCFIRST
1386251,Comm. Real Estate,bank1,Ohio,1,489623,9,#fffb00,12,-5,35,PARK NB
1386251,Comm. Real Estate,bank2,Iowa,1,811046,5,#ff00ff,6,-38,23,BANKERS TC
1386251,Comm. Real Estate,bank3,Nebraska,1,913856,6,#1900ff,8,-70,27,PINNACLE BK
1391778,Comm. Real Estate,bank0,Delaware,2,1391778,10,#000000,10,28,38,COMENITY BK
1391778,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,25,35,DISCOVER BK
1391778,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
1391778,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
1394676,Comm. Real Estate,bank0,Utah,2,1394676,134,#000000,12,-110,35,AMERICAN EXPRESS NB
1394676,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,10,28,38,DISCOVER BK
1394676,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
1394676,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
1412619,Comm. Real Estate,bank0,New Jersey,2,1412619,1,#000000,6,28,35,1ST CONSTITUTION BK
1412619,Comm. Real Estate,bank1,Texas,1,56351,2,#fffb00,10,-60,60,VERABANK NA
1412619,Comm. Real Estate,bank2,Virginia,1,781028,1,#ff00ff,6,15,42,ESSEX BK
1412619,Comm. Real Estate,bank3,Indiana,1,2132941,2,#1900ff,10,-13,33,NATIONAL BK OF INDIANAPOLIS
1436204,Comm. Real Estate,bank0,California,2,1436204,2,#000000,6,-145,40,BANK OF MARIN
1436204,Comm. Real Estate,bank1,Indiana,1,37640,4,#fffb00,10,-13,33,GERMAN AMER BK
1436204,Comm. Real Estate,bank2,Montana,1,651859,4,#ff00ff,10,-100,2,STOCKMAN BK OF MT
1436204,Comm. Real Estate,bank3,Kansas,1,1009354,3,#1900ff,8,-60,38,SECURITY BK OF KANSAS CITY
1443266,Comm. Real Estate,bank0,California,2,1443266,22,#000000,10,-145,40,BANK OF AMER CA NA
1443266,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,28,38,DISCOVER BK
1443266,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
1443266,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
1447639,Comm. Real Estate,bank0,Texas,2,1447639,2,#000000,8,-60,60,WESTSTAR BK
1447639,Comm. Real Estate,bank1,Texas,1,112163,2,#fffb00,8,-70,55,GUARANTY B&TC NA
1447639,Comm. Real Estate,bank2,Missouri,1,506249,2,#ff00ff,8,-38,38,CENTRAL BK OF ST LOUIS
1447639,Comm. Real Estate,bank3,Virginia,1,2353595,2,#1900ff,8,15,42,FIRST CMNTY BK
1456501,Comm. Real Estate,bank0,Utah,2,1456501,169,#000000,12,-110,35,MORGAN STANLEY BK NA
1456501,Comm. Real Estate,bank1,South Dakota,1,266271,47,#fffb00,10,-65,15,TCF NB
1456501,Comm. Real Estate,bank2,Oklahoma,1,339858,45,#ff00ff,8,-55,46,BOKF NA
1456501,Comm. Real Estate,bank3,Pennsylvania,1,379920,37,#1900ff,6,15,30,FIRST NB OF PA
1459717,Comm. Real Estate,bank0,Illinois,2,1459717,1,#000000,8,-27,37,FCB BKS
1459717,Comm. Real Estate,bank1,Maryland,1,61122,1,#fffb00,8,22,38,FIRST UNITED B&TR
1459717,Comm. Real Estate,bank2,Minnesota,1,141556,2,#ff00ff,12,-45,5,STEARNS BK NA
1459717,Comm. Real Estate,bank3,Missouri,1,290052,1,#1900ff,8,-38,38,CENTRAL BK OF THE OZARKS
1494914,Comm. Real Estate,bank0,New York,2,1494914,1,#000000,6,28,18,SHINHAN BK AMER
1494914,Comm. Real Estate,bank1,New York,1,161602,3,#fffb00,10,20,20,CANANDAIGUA NB&TC
1494914,Comm. Real Estate,bank2,Massachusetts,1,900306,2,#ff00ff,8,38,23,NORTHERN B&TC
1494914,Comm. Real Estate,bank3,Oklahoma,1,945053,3,#1900ff,10,-55,46,RCB BK
1718188,Comm. Real Estate,bank0,Alaska,2,1718188,2,#000000,8,-165,0,NORTHRIM BK
1718188,Comm. Real Estate,bank1,Texas,1,56351,2,#fffb00,8,-60,60,VERABANK NA
1718188,Comm. Real Estate,bank2,South Dakota,1,256553,3,#ff00ff,12,-65,15,DACOTAH BK
1718188,Comm. Real Estate,bank3,Michigan,1,2390929,2,#1900ff,8,-8,16,BANK ANN ARBOR
1842065,Comm. Real Estate,bank0,Illinois,2,1842065,39,#000000,8,-27,37,CIBC BK USA
1842065,Comm. Real Estate,bank1,South Dakota,1,266271,47,#fffb00,10,-65,15,TCF NB
1842065,Comm. Real Estate,bank2,Pennsylvania,1,379920,37,#ff00ff,6,15,30,FIRST NB OF PA
1842065,Comm. Real Estate,bank3,Utah,1,1456501,169,#1900ff,12,-110,35,MORGAN STANLEY BK NA
1867983,Comm. Real Estate,bank0,Florida,2,1867983,2,#000000,8,0,63,CITIZENS FIRST BK
1867983,Comm. Real Estate,bank1,Iowa,1,642549,1,#fffb00,6,-38,23,DUBUQUE B&TC
1867983,Comm. Real Estate,bank2,California,1,802866,95,#ff00ff,12,-145,40,SILICON VALLEY BK
1867983,Comm. Real Estate,bank3,Illinois,1,2508751,3,#1900ff,10,-27,37,BARRINGTON B&TC NA
1890525,Comm. Real Estate,bank0,New Jersey,2,1890525,1,#000000,6,28,35,UNITY BK
1890525,Comm. Real Estate,bank1,Texas,1,112163,2,#fffb00,10,-60,60,GUARANTY B&TC NA
1890525,Comm. Real Estate,bank2,Illinois,1,850036,5,#ff00ff,12,-27,37,FIRST AMER BK
1890525,Comm. Real Estate,bank3,Utah,1,933975,1,#1900ff,6,-110,35,BANK OF UT
1917301,Comm. Real Estate,bank0,Illinois,2,1917301,5,#000000,12,-27,37,LAKE FOREST B&TC NA
1917301,Comm. Real Estate,bank1,Tennessee,1,133850,1,#fffb00,6,-15,47,FIRST CITIZENS NB
1917301,Comm. Real Estate,bank2,Florida,1,273336,2,#ff00ff,8,0,63,BANK OF TAMPA
1917301,Comm. Real Estate,bank3,Wisconsin,1,722544,2,#1900ff,8,-30,15,NATIONAL EXCHANGE B&T
1918344,Comm. Real Estate,bank0,California,2,1918344,5,#000000,8,-145,40,PREFERRED BK
1918344,Comm. Real Estate,bank1,Louisiana,1,667757,7,#fffb00,12,-40,60,ORIGIN BK
1918344,Comm. Real Estate,bank2,Indiana,1,783648,5,#ff00ff,8,-13,33,CENTIER BK
1918344,Comm. Real Estate,bank3,New York,1,2705895,4,#1900ff,6,28,18,METROPOLITAN CMRL BK
1929247,Comm. Real Estate,bank0,Florida,2,1929247,37,#000000,8,0,63,SOUTH ST BK NA
1929247,Comm. Real Estate,bank1,Texas,1,60143,83,#fffb00,12,-60,60,COMERICA BK
1929247,Comm. Real Estate,bank2,California,1,63069,72,#ff00ff,10,-145,40,CITY NB
1929247,Comm. Real Estate,bank3,Arkansas,1,107244,26,#1900ff,6,-42,48,BANK OZK
2044811,Comm. Real Estate,bank0,Illinois,2,2044811,2,#000000,8,-27,37,WHEATON B&TC NA
2044811,Comm. Real Estate,bank1,Arkansas,1,852544,1,#fffb00,6,-42,48,SOUTHERN BANCORP BK
2044811,Comm. Real Estate,bank2,Missouri,1,853952,3,#ff00ff,12,-38,38,CENTRAL TR BK
2044811,Comm. Real Estate,bank3,New York,1,866000,2,#1900ff,8,28,18,GLENS FALLS NB&TC
2078290,Comm. Real Estate,bank0,Washington,2,2078290,16,#000000,10,-138,0,COLUMBIA ST BK
2078290,Comm. Real Estate,bank1,Colorado,1,288853,23,#fffb00,12,-85,38,FIRSTBANK
2078290,Comm. Real Estate,bank2,Massachusetts,1,613008,13,#ff00ff,8,38,23,ROCKLAND TC
2078290,Comm. Real Estate,bank3,New Jersey,1,687009,7,#1900ff,6,28,35,LAKELAND BK
2119773,Comm. Real Estate,bank0,Illinois,2,2119773,3,#000000,12,-27,37,HINSDALE B&TC NA
2119773,Comm. Real Estate,bank1,Oklahoma,1,106359,2,#fffb00,8,-55,46,FIRST FIDELITY BK
2119773,Comm. Real Estate,bank2,New York,1,245016,1,#ff00ff,6,28,18,HABIB AMER BK
2119773,Comm. Real Estate,bank3,Illinois,1,671334,2,#1900ff,8,-23,33,REPUBLIC BK OF CHICAGO
2121196,Comm. Real Estate,bank0,Delaware,2,2121196,25,#000000,12,28,38,T D BK USA NA
2121196,Comm. Real Estate,bank1,Michigan,1,413141,2,#fffb00,8,-8,16,FIRST NB AMER
2121196,Comm. Real Estate,bank2,Florida,1,725732,2,#ff00ff,8,0,63,BAC FL BK
2121196,Comm. Real Estate,bank3,Iowa,1,738040,1,#1900ff,6,-38,23,UNITED BK IA
2132941,Comm. Real Estate,bank0,Indiana,2,2132941,2,#000000,10,-13,33,NATIONAL BK OF INDIANAPOLIS
2132941,Comm. Real Estate,bank1,Texas,1,56351,2,#fffb00,10,-60,60,VERABANK NA
2132941,Comm. Real Estate,bank2,Virginia,1,781028,1,#ff00ff,6,15,42,ESSEX BK
2132941,Comm. Real Estate,bank3,New Jersey,1,1412619,1,#1900ff,6,28,35,1ST CONSTITUTION BK
2142155,Comm. Real Estate,bank0,Iowa,2,2142155,2,#000000,8,-38,23,QUAD CITY B&TC
2142155,Comm. Real Estate,bank1,Illinois,1,439338,3,#fffb00,12,-27,37,UNITED CMNTY BK
2142155,Comm. Real Estate,bank2,Indiana,1,547840,2,#ff00ff,8,-13,33,STAR FNCL BK
2142155,Comm. Real Estate,bank3,Utah,1,656470,1,#1900ff,6,-110,35,STATE BK OF SOUTHERN UT
2209553,Comm. Real Estate,bank0,California,2,2209553,4,#000000,10,-145,40,HERITAGE BK OF CMRC
2209553,Comm. Real Estate,bank1,California,1,662369,3,#fffb00,8,-153,30,BANK OF THE SIERRA
2209553,Comm. Real Estate,bank2,Iowa,1,836843,5,#ff00ff,12,-38,23,MIDWESTONE BK
2209553,Comm. Real Estate,bank3,Texas,1,2694681,2,#1900ff,6,-60,60,AMERICAN FNB
2239288,Comm. Real Estate,bank0,Illinois,2,2239288,8,#000000,8,-27,37,WINTRUST BK NA
2239288,Comm. Real Estate,bank1,Massachusetts,1,35301,268,#fffb00,12,38,23,STATE STREET B&TC
2239288,Comm. Real Estate,bank2,New York,1,202907,13,#ff00ff,10,28,18,COMMUNITY BK NA
2239288,Comm. Real Estate,bank3,Delaware,1,2858960,6,#1900ff,6,28,38,BANCORP BK
2253891,Comm. Real Estate,bank0,Virginia,2,2253891,111,#000000,10,15,42,CAPITAL ONE BK USA NA
2253891,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,28,38,DISCOVER BK
2253891,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
2253891,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
2265456,Comm. Real Estate,bank0,Delaware,2,2265456,4,#000000,8,28,38,WILMINGTON TR NA
2265456,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,25,35,DISCOVER BK
2265456,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,10,28,18,MIZUHO BK USA
2265456,Comm. Real Estate,bank3,New Jersey,1,925411,3,#1900ff,6,28,35,SUMITOMO MITSUI TR BK USA
2298995,Comm. Real Estate,bank0,Illinois,2,2298995,2,#000000,10,-27,37,VILLAGE B&TC NA
2298995,Comm. Real Estate,bank1,Nebraska,1,403151,1,#fffb00,6,-70,27,CORNERSTONE BK
2298995,Comm. Real Estate,bank2,Illinois,1,502849,2,#ff00ff,10,-23,33,BANTERRA BK
2298995,Comm. Real Estate,bank3,Kansas,1,923752,1,#1900ff,6,-60,38,COMMUNITY NB&TC
2339795,Comm. Real Estate,bank0,Illinois,2,2339795,2,#000000,12,-27,37,LIBERTYVILLE B&TC NA
2339795,Comm. Real Estate,bank1,New York,1,165806,1,#fffb00,8,28,18,BANK OF CASTILE
2339795,Comm. Real Estate,bank2,New York,1,521804,1,#ff00ff,8,20,20,MAHOPAC BK
2339795,Comm. Real Estate,bank3,Mississippi,1,914648,1,#1900ff,8,-28,53,BANKFIRST FINANCIAL SVC
2353595,Comm. Real Estate,bank0,Virginia,2,2353595,2,#000000,8,15,42,FIRST CMNTY BK
2353595,Comm. Real Estate,bank1,Texas,1,112163,2,#fffb00,8,-60,60,GUARANTY B&TC NA
2353595,Comm. Real Estate,bank2,Missouri,1,506249,2,#ff00ff,8,-38,38,CENTRAL BK OF ST LOUIS
2353595,Comm. Real Estate,bank3,Texas,1,1447639,2,#1900ff,8,-70,55,WESTSTAR BK
2354985,Comm. Real Estate,bank0,Pennsylvania,2,2354985,18,#000000,12,15,30,CUSTOMERS BK
2354985,Comm. Real Estate,bank1,Indiana,1,17147,13,#fffb00,10,-13,33,FIRST MRCHS BK
2354985,Comm. Real Estate,bank2,California,1,871769,9,#ff00ff,6,-145,40,FARMERS & MRCH BK
2354985,Comm. Real Estate,bank3,Pennsylvania,1,936426,9,#1900ff,6,10,27,S&T BK
2362458,Comm. Real Estate,bank0,Texas,2,2362458,7,#000000,8,-60,60,WELLS FARGO BK S CENT NA
2362458,Comm. Real Estate,bank1,Delaware,1,30810,122,#fffb00,12,28,38,DISCOVER BK
2362458,Comm. Real Estate,bank2,New York,1,229913,7,#ff00ff,8,28,18,MIZUHO BK USA
2362458,Comm. Real Estate,bank3,Utah,1,243375,2,#1900ff,6,-110,35,GREEN DOT BK
2372774,Comm. Real Estate,bank0,West Virginia,2,2372774,2,#000000,6,5,40,SUMMIT CMNTY BK
