rssd_id,portfolio,Peer,state,present,peer_rssd_id,Assets,color,Size,loc_x,loc_y,name
2353595,Credit Cards,bank3,North Carolina,1,584920,2,#1900ff,6,9,48,FIDELITY BK
2354985,Credit Cards,bank0,Pennsylvania,2,2354985,18,#000000,10,15,30,CUSTOMERS BK
2354985,Credit Cards,bank1,New York,1,320119,10,#fffb00,8,28,18,ISRAEL DISCOUNT BK OF NY
2354985,Credit Cards,bank2,California,1,802866,95,#ff00ff,12,-145,40,SILICON VALLEY BK
2354985,Credit Cards,bank3,New York,1,837000,4,#1900ff,6,20,20,FIRST NB OF LONG ISLAND
2362458,Credit Cards,bank0,Texas,2,2362458,7,#000000,12,-60,60,WELLS FARGO BK S CENT NA
2362458,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2362458,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
2362458,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2372774,Credit Cards,bank0,West Virginia,2,2372774,2,#000000,10,5,40,SUMMIT CMNTY BK
2372774,Credit Cards,bank1,Missouri,1,508346,1,#fffb00,6,-38,38,HAWTHORN BK
2372774,Credit Cards,bank2,Alabama,1,594433,2,#ff00ff,10,-16,52,CB&S BK
2372774,Credit Cards,bank3,Missouri,1,657459,2,#1900ff,10,-42,42,MIDWEST BANKCENTRE
2385514,Credit Cards,bank0,Mississippi,2,2385514,5,#000000,12,-28,53,FIRST NAT BKG ASSN
2385514,Credit Cards,bank1,Texas,1,473266,1,#fffb00,6,-60,60,TEXAS FIRST BK
2385514,Credit Cards,bank2,California,1,479268,3,#ff00ff,10,-145,40,BANK OF STOCKTON
2385514,Credit Cards,bank3,Wisconsin,1,722544,2,#1900ff,8,-30,15,NATIONAL EXCHANGE B&T
2390929,Credit Cards,bank0,Michigan,2,2390929,2,#000000,8,-8,16,BANK ANN ARBOR
2390929,Credit Cards,bank1,Missouri,1,508346,1,#fffb00,6,-38,38,HAWTHORN BK
2390929,Credit Cards,bank2,Missouri,1,657459,2,#ff00ff,8,-42,42,MIDWEST BANKCENTRE
2390929,Credit Cards,bank3,New York,1,918918,9,#1900ff,12,28,18,SAFRA NB OF NY
2434113,Credit Cards,bank0,Rhode Island,2,2434113,3,#000000,10,40,30,BANK RHODE ISLAND
2434113,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2434113,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2434113,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2471239,Credit Cards,bank0,Maryland,2,2471239,1,#000000,6,22,38,CFG CMNTY BK
2471239,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2471239,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2471239,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2508751,Credit Cards,bank0,Illinois,2,2508751,3,#000000,10,-27,37,BARRINGTON B&TC NA
2508751,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2508751,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2508751,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2562164,Credit Cards,bank0,Washington,2,2562164,1,#000000,6,-138,0,COASTAL CMNTY BK
2562164,Credit Cards,bank1,Pennsylvania,1,474919,25,#fffb00,12,15,30,FULTON BK NA
2562164,Credit Cards,bank2,Washington,1,2078290,16,#ff00ff,10,-149,4,COLUMBIA ST BK
2562164,Credit Cards,bank3,California,1,2867337,2,#1900ff,8,-145,40,FIVE STAR BK
2596646,Credit Cards,bank0,Arkansas,2,2596646,1,#000000,6,-42,48,FIRST CMNTY BK
2596646,Credit Cards,bank1,Colorado,1,260055,5,#fffb00,10,-85,38,ALPINE BK
2596646,Credit Cards,bank2,Illinois,1,375034,2,#ff00ff,8,-27,37,WEST SUBURBAN BK
2596646,Credit Cards,bank3,Missouri,1,1190476,8,#1900ff,12,-38,38,ENTERPRISE B&TC
2608754,Credit Cards,bank0,Michigan,2,2608754,4,#000000,12,-8,16,MERCANTILE BK OF MI
2608754,Credit Cards,bank1,New York,1,538802,2,#fffb00,8,28,18,INTERAUDI BK
2608754,Credit Cards,bank2,Florida,1,725732,2,#ff00ff,8,0,63,BAC FL BK
2608754,Credit Cards,bank3,Texas,1,867650,1,#1900ff,6,-60,60,PINNACLE BK
2618780,Credit Cards,bank0,Texas,2,2618780,38,#000000,12,-60,60,TEXAS CAP BK NA
2618780,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2618780,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
2618780,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2634191,Credit Cards,bank0,Montana,2,2634191,17,#000000,12,-100,2,GLACIER BK
2634191,Credit Cards,bank1,Georgia,1,37435,1,#fffb00,6,-5,55,UNITED BK
2634191,Credit Cards,bank2,Kansas,1,160959,2,#ff00ff,8,-60,38,KS STATEBANK
2634191,Credit Cards,bank3,Illinois,1,825146,4,#1900ff,10,-27,37,MORTON CMNTY BK
2634351,Credit Cards,bank0,Michigan,2,2634351,2,#000000,8,-8,16,MACATAWA BK
2634351,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2634351,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2634351,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2649122,Credit Cards,bank0,New Mexico,2,2649122,2,#000000,8,-90,50,NEW MEXICO B&TC
2649122,Credit Cards,bank1,Iowa,1,642549,1,#fffb00,6,-38,23,DUBUQUE B&TC
2649122,Credit Cards,bank2,Texas,1,1001152,9,#ff00ff,12,-60,60,INTERNATIONAL BK OF CMRC
2649122,Credit Cards,bank3,Louisiana,1,2743244,2,#1900ff,8,-40,60,RED RIVER BK
2652092,Credit Cards,bank0,Maryland,2,2652092,10,#000000,12,22,38,EAGLEBANK
2652092,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2652092,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
2652092,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2693264,Credit Cards,bank0,Wisconsin,2,2693264,2,#000000,8,-30,15,TOWN BK NA
2693264,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2693264,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2693264,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2694681,Credit Cards,bank0,Texas,2,2694681,2,#000000,8,-60,60,AMERICAN FNB
2694681,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2694681,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2694681,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2705895,Credit Cards,bank0,New York,2,2705895,4,#000000,10,28,18,METROPOLITAN CMRL BK
2705895,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2705895,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2705895,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2717012,Credit Cards,bank0,California,2,2717012,1,#000000,6,-145,40,PACIFIC MERC BK
2717012,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2717012,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2717012,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2734729,Credit Cards,bank0,California,2,2734729,3,#000000,10,-145,40,AMERICAN BUS BK
2734729,Credit Cards,bank1,Massachusetts,1,473501,12,#fffb00,12,38,23,BERKSHIRE BK
2734729,Credit Cards,bank2,California,1,514066,1,#ff00ff,6,-153,30,MONTECITO B&T
2734729,Credit Cards,bank3,Massachusetts,1,900306,2,#1900ff,8,42,27,NORTHERN B&TC
2736291,Credit Cards,bank0,New York,2,2736291,10,#000000,12,28,18,POPULAR BK
2736291,Credit Cards,bank1,New York,1,23504,6,#fffb00,8,20,20,BNB BK
2736291,Credit Cards,bank2,New York,1,101019,7,#ff00ff,10,30,27,BANK LEUMI USA
2736291,Credit Cards,bank3,West Virginia,1,2757205,2,#1900ff,6,5,40,MVB BK INC
2737980,Credit Cards,bank0,Michigan,2,2737980,3,#000000,10,-8,16,NORTHPOINTE BK
2737980,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2737980,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2737980,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2743244,Credit Cards,bank0,Louisiana,2,2743244,2,#000000,10,-40,60,RED RIVER BK
2743244,Credit Cards,bank1,Iowa,1,642549,1,#fffb00,6,-38,23,DUBUQUE B&TC
2743244,Credit Cards,bank2,Utah,1,995076,2,#ff00ff,10,-110,35,CACHE VALLEY BK
2743244,Credit Cards,bank3,New Mexico,1,2649122,2,#1900ff,10,-90,50,NEW MEXICO B&TC
2746263,Credit Cards,bank0,Texas,2,2746263,1,#000000,6,-60,60,FIRSTCAPITAL BK OF TX NA
2746263,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2746263,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2746263,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2757205,Credit Cards,bank0,West Virginia,2,2757205,2,#000000,6,5,40,MVB BK INC
2757205,Credit Cards,bank1,New York,1,23504,6,#fffb00,8,28,18,BNB BK
2757205,Credit Cards,bank2,New York,1,101019,7,#ff00ff,10,20,20,BANK LEUMI USA
2757205,Credit Cards,bank3,New York,1,2736291,10,#1900ff,12,30,27,POPULAR BK
2758613,Credit Cards,bank0,Indiana,2,2758613,4,#000000,10,-13,33,FIRST INTERNET BK IN
2758613,Credit Cards,bank1,Iowa,1,187947,1,#fffb00,6,-38,23,BANK IA
2758613,Credit Cards,bank2,Alabama,1,539032,1,#ff00ff,6,-16,52,BANK INDEP
2758613,Credit Cards,bank3,California,1,739560,5,#1900ff,12,-145,40,FREMONT BK
2764212,Credit Cards,bank0,New Jersey,2,2764212,2,#000000,8,28,35,PARKE BK
2764212,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2764212,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2764212,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2797724,Credit Cards,bank0,Virginia,2,2797724,14,#000000,12,15,42,TOWNEBANK
2797724,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2797724,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
2797724,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2808602,Credit Cards,bank0,Maryland,2,2808602,1,#000000,6,22,38,CAPITAL BANK NA
2808602,Credit Cards,bank1,Mississippi,1,463735,33,#fffb00,8,-28,53,HANCOCK WHITNEY BK
2808602,Credit Cards,bank2,Tennessee,1,485559,82,#ff00ff,12,-15,47,FIRST HORIZON BK
2808602,Credit Cards,bank3,Wisconsin,1,917742,34,#1900ff,10,-30,15,ASSOCIATED BK NA
2849801,Credit Cards,bank0,South Carolina,2,2849801,2,#000000,8,5,55,SOUTHERN FIRST BK
2849801,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2849801,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2849801,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2858960,Credit Cards,bank0,Delaware,2,2858960,6,#000000,12,28,38,BANCORP BK
2858960,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2858960,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
2858960,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2867337,Credit Cards,bank0,California,2,2867337,2,#000000,8,-145,40,FIVE STAR BK
2867337,Credit Cards,bank1,Pennsylvania,1,474919,25,#fffb00,12,15,30,FULTON BK NA
2867337,Credit Cards,bank2,Missouri,1,625654,1,#ff00ff,6,-38,38,COUNTRY CLUB BK
2867337,Credit Cards,bank3,Illinois,1,671334,2,#1900ff,8,-27,37,REPUBLIC BK OF CHICAGO
2913887,Credit Cards,bank0,North Carolina,2,2913887,1,#000000,6,9,48,SELECT B&TC
2913887,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2913887,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2913887,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
2925666,Credit Cards,bank0,Tennessee,2,2925666,33,#000000,12,-15,47,PINNACLE BK
2925666,Credit Cards,bank1,South Dakota,1,77851,2,#fffb00,6,-65,15,FIRST B&T
2925666,Credit Cards,bank2,Ohio,1,165628,15,#ff00ff,8,-5,35,FIRST FNCL BK
2925666,Credit Cards,bank3,Mississippi,1,342634,15,#1900ff,8,-28,53,TRUSTMARK NB
2938198,Credit Cards,bank0,Illinois,2,2938198,3,#000000,10,-27,37,NORTHBROOK B&TC NA
2938198,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,6,15,30,ACNB BK
2938198,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2938198,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,6,0,63,CITIZENS FIRST BK
2941068,Credit Cards,bank0,Wisconsin,2,2941068,4,#000000,8,-30,15,NICOLET NB
2941068,Credit Cards,bank1,Pennsylvania,1,42420,9,#fffb00,12,15,30,FIRST COMMONWEALTH BK
2941068,Credit Cards,bank2,Missouri,1,290052,1,#ff00ff,6,-38,38,CENTRAL BK OF THE OZARKS
2941068,Credit Cards,bank3,Nebraska,1,450856,5,#1900ff,10,-70,27,UNION B&TC
2954059,Credit Cards,bank0,New Jersey,2,2954059,2,#000000,8,28,35,BCB CMNTY BK
2954059,Credit Cards,bank1,Pennsylvania,1,5210,2,#fffb00,8,15,30,ACNB BK
2954059,Credit Cards,bank2,Missouri,1,572374,5,#ff00ff,12,-38,38,GREAT SOUTHERN BK
2954059,Credit Cards,bank3,Florida,1,1867983,2,#1900ff,8,0,63,CITIZENS FIRST BK
5210,Jr Mortgage & HELOC,bank0,Pennsylvania,2,5210,2,#000000,6,15,30,ACNB BK
5210,Jr Mortgage & HELOC,bank1,Oklahoma,1,509950,10,#fffb00,12,-55,46,FIRST UNITED B&TC
5210,Jr Mortgage & HELOC,bank2,Missouri,1,572374,5,#ff00ff,10,-38,38,GREAT SOUTHERN BK
5210,Jr Mortgage & HELOC,bank3,Ohio,1,577128,4,#1900ff,8,-5,35,PEOPLES BK
9807,Jr Mortgage & HELOC,bank0,New Jersey,2,9807,2,#000000,10,28,35,AMBOY BK
9807,Jr Mortgage & HELOC,bank1,Georgia,1,37435,1,#fffb00,6,-5,55,UNITED BK
9807,Jr Mortgage & HELOC,bank2,Missouri,1,704559,3,#ff00ff,12,-38,38,CENTRAL BK OF THE MW
9807,Jr Mortgage & HELOC,bank3,North Carolina,1,2913887,1,#1900ff,6,9,48,SELECT B&TC
12311,Jr Mortgage & HELOC,bank0,Ohio,2,12311,120,#000000,6,-5,35,HUNTINGTON NB
12311,Jr Mortgage & HELOC,bank1,Ohio,1,280110,168,#fffb00,8,2,30,KEYBANK NA
12311,Jr Mortgage & HELOC,bank2,South Dakota,1,476810,1648,#ff00ff,12,-65,15,CITIBANK NA
12311,Jr Mortgage & HELOC,bank3,Delaware,1,497404,388,#1900ff,10,28,38,T D BK NA
12946,Jr Mortgage & HELOC,bank0,Arkansas,2,12946,1,#000000,6,-42,48,FARMERS B&TC
12946,Jr Mortgage & HELOC,bank1,California,1,140362,1,#fffb00,6,-145,40,SUNWEST BK
12946,Jr Mortgage & HELOC,bank2,Wisconsin,1,537449,2,#ff00ff,10,-30,15,FIRST BUS BK
12946,Jr Mortgage & HELOC,bank3,California,1,657365,6,#1900ff,12,-153,30,HANMI BK
17147,Jr Mortgage & HELOC,bank0,Indiana,2,17147,13,#000000,6,-13,33,FIRST MRCHS BK
17147,Jr Mortgage & HELOC,bank1,Illinois,1,210434,151,#fffb00,12,-27,37,NORTHERN TC
17147,Jr Mortgage & HELOC,bank2,New Jersey,1,229801,40,#ff00ff,8,28,35,VALLEY NB
17147,Jr Mortgage & HELOC,bank3,Oklahoma,1,339858,45,#1900ff,10,-55,46,BOKF NA
18827,Jr Mortgage & HELOC,bank0,Pennsylvania,2,18827,1,#000000,6,15,30,NEXTIER BK NA
18827,Jr Mortgage & HELOC,bank1,Oklahoma,1,106359,2,#fffb00,10,-55,46,FIRST FIDELITY BK
18827,Jr Mortgage & HELOC,bank2,California,1,514066,1,#ff00ff,6,-145,40,MONTECITO B&T
18827,Jr Mortgage & HELOC,bank3,New Mexico,1,2649122,2,#1900ff,10,-90,50,NEW MEXICO B&TC
23504,Jr Mortgage & HELOC,bank0,New York,2,23504,6,#000000,10,28,18,BNB BK
23504,Jr Mortgage & HELOC,bank1,Texas,1,122854,17,#fffb00,12,-60,60,INDEPENDENT BK
23504,Jr Mortgage & HELOC,bank2,Maine,1,439404,2,#ff00ff,6,50,10,FIRST NB
23504,Jr Mortgage & HELOC,bank3,Idaho,1,543262,2,#1900ff,6,-120,20,DL EVANS BK
24006,Jr Mortgage & HELOC,bank0,New York,2,24006,1,#000000,8,28,18,PCSB BK
24006,Jr Mortgage & HELOC,bank1,Missouri,1,625654,1,#fffb00,8,-38,38,COUNTRY CLUB BK
24006,Jr Mortgage & HELOC,bank2,North Dakota,1,971959,1,#ff00ff,8,-65,2,AMERICAN BK CTR
24006,Jr Mortgage & HELOC,bank3,California,1,1918344,5,#1900ff,12,-145,40,PREFERRED BK
24668,Jr Mortgage & HELOC,bank0,Texas,2,24668,1,#000000,6,-60,60,BTH BK NA
24668,Jr Mortgage & HELOC,bank1,Iowa,1,139740,2,#fffb00,8,-38,23,WEST BK
24668,Jr Mortgage & HELOC,bank2,Minnesota,1,141556,2,#ff00ff,8,-45,5,STEARNS BK NA
24668,Jr Mortgage & HELOC,bank3,Texas,1,2362458,7,#1900ff,12,-70,55,WELLS FARGO BK S CENT NA
26765,Jr Mortgage & HELOC,bank0,Texas,2,26765,2,#000000,8,-60,60,VANTAGE BK TX
26765,Jr Mortgage & HELOC,bank1,Texas,1,537560,1,#fffb00,6,-70,55,EXTRACO BKS NA
26765,Jr Mortgage & HELOC,bank2,Texas,1,2618780,38,#ff00ff,12,-60,65,TEXAS CAP BK NA
26765,Jr Mortgage & HELOC,bank3,New Jersey,1,2764212,2,#1900ff,8,28,35,PARKE BK
30810,Jr Mortgage & HELOC,bank0,Delaware,2,30810,122,#000000,12,28,38,DISCOVER BK
30810,Jr Mortgage & HELOC,bank1,Pennsylvania,1,474919,25,#fffb00,8,15,30,FULTON BK NA
30810,Jr Mortgage & HELOC,bank2,Hawaii,1,795968,20,#ff00ff,6,-160,50,BANK OF HAWAII
30810,Jr Mortgage & HELOC,bank3,Florida,1,1929247,37,#1900ff,10,0,63,SOUTH ST BK NA
34537,Jr Mortgage & HELOC,bank0,Florida,2,34537,8,#000000,6,0,63,SEACOAST NB
34537,Jr Mortgage & HELOC,bank1,Mississippi,1,342634,15,#fffb00,12,-28,53,TRUSTMARK NB
34537,Jr Mortgage & HELOC,bank2,Illinois,1,416245,10,#ff00ff,8,-27,37,BUSEY BK
34537,Jr Mortgage & HELOC,bank3,Massachusetts,1,473501,12,#1900ff,10,38,23,BERKSHIRE BK
35301,Jr Mortgage & HELOC,bank0,Massachusetts,2,35301,268,#000000,12,38,23,STATE STREET B&TC
35301,Jr Mortgage & HELOC,bank1,New York,1,229913,7,#fffb00,8,28,18,MIZUHO BK USA
35301,Jr Mortgage & HELOC,bank2,New York,1,320119,10,#ff00ff,10,20,20,ISRAEL DISCOUNT BK OF NY
35301,Jr Mortgage & HELOC,bank3,Texas,1,529958,3,#1900ff,6,-60,60,TIB THE INDEP BANKERSBANK NA
35570,Jr Mortgage & HELOC,bank0,New Jersey,2,35570,26,#000000,12,28,35,INVESTORS BK
35570,Jr Mortgage & HELOC,bank1,Missouri,1,169653,6,#fffb00,8,-38,38,FIRST BK
35570,Jr Mortgage & HELOC,bank2,Kentucky,1,316840,6,#ff00ff,8,-12,42,REPUBLIC B&TC
35570,Jr Mortgage & HELOC,bank3,Massachusetts,1,377908,6,#1900ff,8,38,23,CENTURY B&TC
37435,Jr Mortgage & HELOC,bank0,Georgia,2,37435,1,#000000,6,-5,55,UNITED BK
37435,Jr Mortgage & HELOC,bank1,New Jersey,1,9807,2,#fffb00,8,28,35,AMBOY BK
37435,Jr Mortgage & HELOC,bank2,Missouri,1,506249,2,#ff00ff,8,-38,38,CENTRAL BK OF ST LOUIS
37435,Jr Mortgage & HELOC,bank3,Missouri,1,704559,3,#1900ff,12,-42,42,CENTRAL BK OF THE MW
37640,Jr Mortgage & HELOC,bank0,Indiana,2,37640,4,#000000,6,-13,33,GERMAN AMER BK
37640,Jr Mortgage & HELOC,bank1,Florida,1,83638,7,#fffb00,8,0,63,AMERANT BK NA
37640,Jr Mortgage & HELOC,bank2,Ohio,1,489623,9,#ff00ff,10,-5,35,PARK NB
37640,Jr Mortgage & HELOC,bank3,Texas,1,664756,33,#1900ff,12,-60,60,PROSPERITY BK
42420,Jr Mortgage & HELOC,bank0,Pennsylvania,2,42420,9,#000000,8,15,30,FIRST COMMONWEALTH BK
42420,Jr Mortgage & HELOC,bank1,Indiana,1,208244,22,#fffb00,12,-13,33,OLD NB
42420,Jr Mortgage & HELOC,bank2,California,1,739560,5,#ff00ff,6,-145,40,FREMONT BK
42420,Jr Mortgage & HELOC,bank3,Indiana,1,963945,9,#1900ff,8,-17,37,MERCHANTS BK OF IN
42448,Jr Mortgage & HELOC,bank0,Arkansas,2,42448,1,#000000,8,-42,48,FIRST NB
42448,Jr Mortgage & HELOC,bank1,Missouri,1,299046,2,#fffb00,12,-38,38,CENTRAL BK OF BOONE CTY
42448,Jr Mortgage & HELOC,bank2,California,1,514066,1,#ff00ff,8,-145,40,MONTECITO B&T
42448,Jr Mortgage & HELOC,bank3,Ohio,1,785923,1,#1900ff,8,-5,35,LCNB NB
45560,Jr Mortgage & HELOC,bank0,Texas,2,45560,2,#000000,8,-60,60,JEFFERSON BK
45560,Jr Mortgage & HELOC,bank1,Alabama,1,594433,2,#fffb00,8,-16,52,CB&S BK
45560,Jr Mortgage & HELOC,bank2,Missouri,1,657459,2,#ff00ff,8,-38,38,MIDWEST BANKCENTRE
45560,Jr Mortgage & HELOC,bank3,Wisconsin,1,2693264,2,#1900ff,8,-30,15,TOWN BK NA
56351,Jr Mortgage & HELOC,bank0,Texas,2,56351,2,#000000,10,-60,60,VERABANK NA
56351,Jr Mortgage & HELOC,bank1,Texas,1,473266,1,#fffb00,6,-70,55,TEXAS FIRST BK
56351,Jr Mortgage & HELOC,bank2,Kansas,1,923752,1,#ff00ff,6,-60,38,COMMUNITY NB&TC
56351,Jr Mortgage & HELOC,bank3,Texas,1,949154,3,#1900ff,12,-60,65,TEXAS B&TC
58243,Jr Mortgage & HELOC,bank0,Wisconsin,2,58243,6,#000000,8,-30,15,JOHNSON BK
58243,Jr Mortgage & HELOC,bank1,Florida,1,83638,7,#fffb00,10,0,63,AMERANT BK NA
58243,Jr Mortgage & HELOC,bank2,New York,1,202907,13,#ff00ff,12,28,18,COMMUNITY BK NA
58243,Jr Mortgage & HELOC,bank3,West Virginia,1,1011526,5,#1900ff,6,5,40,CITY NB OF WV
58971,Jr Mortgage & HELOC,bank0,Washington,2,58971,9,#000000,8,-138,0,WASHINGTON TR BK
58971,Jr Mortgage & HELOC,bank1,Minnesota,1,800657,15,#fffb00,10,-45,5,BREMER BK NA
58971,Jr Mortgage & HELOC,bank2,Florida,1,876634,3,#ff00ff,6,0,63,CAPITAL CITY BK
58971,Jr Mortgage & HELOC,bank3,California,1,936462,18,#1900ff,12,-145,40,MECHANICS BK
59316,Jr Mortgage & HELOC,bank0,Pennsylvania,2,59316,1,#000000,6,15,30,WAYNE BK
59316,Jr Mortgage & HELOC,bank1,Kansas,1,160959,2,#fffb00,8,-60,38,KS STATEBANK
59316,Jr Mortgage & HELOC,bank2,Colorado,1,828651,3,#ff00ff,10,-85,38,ANB BK
59316,Jr Mortgage & HELOC,bank3,Missouri,1,853952,3,#1900ff,10,-38,38,CENTRAL TR BK
60143,Jr Mortgage & HELOC,bank0,Texas,2,60143,83,#000000,10,-60,60,COMERICA BK
60143,Jr Mortgage & HELOC,bank1,California,1,212465,132,#fffb00,12,-145,40,MUFG UNION BK NA
60143,Jr Mortgage & HELOC,bank2,Pennsylvania,1,379920,37,#ff00ff,6,15,30,FIRST NB OF PA
60143,Jr Mortgage & HELOC,bank3,Georgia,1,395238,52,#1900ff,8,-5,55,SYNOVUS BK
61122,Jr Mortgage & HELOC,bank0,Maryland,2,61122,1,#000000,6,22,38,FIRST UNITED B&TR
61122,Jr Mortgage & HELOC,bank1,South Dakota,1,77851,2,#fffb00,8,-65,15,FIRST B&T
61122,Jr Mortgage & HELOC,bank2,Pennsylvania,1,895710,2,#ff00ff,8,15,30,CITIZENS & NORTHERN BK
61122,Jr Mortgage & HELOC,bank3,Delaware,1,2265456,4,#1900ff,12,28,38,WILMINGTON TR NA
63069,Jr Mortgage & HELOC,bank0,California,2,63069,72,#000000,12,-145,40,CITY NB
63069,Jr Mortgage & HELOC,bank1,Oregon,1,143662,29,#fffb00,6,-150,20,UMPQUA BK
63069,Jr Mortgage & HELOC,bank2,Mississippi,1,463735,33,#ff00ff,8,-28,53,HANCOCK WHITNEY BK
63069,Jr Mortgage & HELOC,bank3,Texas,1,682563,40,#1900ff,10,-60,60,FROST BK
65858,Jr Mortgage & HELOC,bank0,Kansas,2,65858,2,#000000,8,-60,38,EMPRISE BK
65858,Jr Mortgage & HELOC,bank1,Missouri,1,657459,2,#fffb00,8,-38,38,MIDWEST BANKCENTRE
65858,Jr Mortgage & HELOC,bank2,Illinois,1,671334,2,#ff00ff,8,-27,37,REPUBLIC BK OF CHICAGO
65858,Jr Mortgage & HELOC,bank3,Pennsylvania,1,2354985,18,#1900ff,12,15,30,CUSTOMERS BK
