date,rssd_id,product,chg_b,chg_s,rolling9q_b,rolling9q_s
2022-03-31,384018,Jr Mortgage & HELOC,38.42436641,142.3828067,713.9975235,1502.842695
2022-06-30,384018,Jr Mortgage & HELOC,34.72718954,143.9898893,869.8878832,2071.188705
2022-09-30,384018,Jr Mortgage & HELOC,30.95709452,145.1964718,1037.808274,2778.151808
2022-12-31,384018,Jr Mortgage & HELOC,28.85892713,132.1516184,1306.735767,3854.106008
2023-03-31,384018,Jr Mortgage & HELOC,29.00476344,119.6315547,1826.27325,5817.403087
2023-06-30,384018,Jr Mortgage & HELOC,29.00476344,108.4506468,2715.354437,9545.210621
2023-09-30,384018,Jr Mortgage & HELOC,29.00476344,95.94803932,7070.098818,26390.73721
2023-12-31,384018,Jr Mortgage & HELOC,27.42321014,85.88454689,0,0
2024-03-31,384018,Jr Mortgage & HELOC,25.76873867,74.89576458,0,0
2020-12-31,384018,Credit Cards,13,13,99.74816058,99.74816058
2021-03-31,384018,Credit Cards,31.28336569,23.40373471,108.8305003,104.7329736
2021-06-30,384018,Credit Cards,31.32471375,21.09533607,118.6569328,108.7368993
2021-09-30,384018,Credit Cards,31.33772266,19.88812434,100.3030697,83.16001693
2021-12-31,384018,Credit Cards,31.62226896,19.24231828,112.653068,86.77500973
2022-03-31,384018,Credit Cards,31.91055061,18.96178511,129.9752225,93.48022385
2022-06-30,384018,Credit Cards,32.20210069,19.20933642,153.7756273,105.6019693
2022-09-30,384018,Credit Cards,32.47612811,19.17728112,179.6015209,118.3819505
2022-12-31,384018,Credit Cards,32.7732812,19.6293393,218.4253671,141.5302872
2023-03-31,384018,Credit Cards,33.07276889,20.34971739,256.9355968,161.4368734
2023-06-30,384018,Credit Cards,33.38820917,21.41125462,285.0003645,175.8138026
2023-09-30,384018,Credit Cards,33.69236604,22.59691471,319.6709334,197.2465314
2023-12-31,384018,Credit Cards,33.9988575,23.94700738,363.4989326,227.2664237
2024-03-31,384018,Credit Cards,34.3199008,25.56935173,420.1130278,269.2082253
2020-12-31,395238,Comm. & Industrial,14917,14917,15.39745644,15.39745644
2021-03-31,395238,Comm. & Industrial,15262.55352,18967.5336,15.31852925,15.75216111
2021-06-30,395238,Comm. & Industrial,13726.03164,20793.94741,15.34779989,16.56954166
2021-09-30,395238,Comm. & Industrial,12669.16251,21619.78387,15.23769507,17.40504073
2021-12-31,395238,Comm. & Industrial,11925.9293,21718.20108,14.21789318,17.361623
2022-03-31,395238,Comm. & Industrial,11456.7971,22244.44886,13.97492494,18.13803573
2022-06-30,395238,Comm. & Industrial,11118.55688,22359.53362,13.29630182,18.48744253
2022-09-30,395238,Comm. & Industrial,10772.40969,22529.0839,12.08319711,18.41595456
2022-12-31,395238,Comm. & Industrial,10660.82859,21067.19201,11.13975127,18.437663
2023-03-31,395238,Comm. & Industrial,10791.72058,19807.35494,10.53198042,18.5704182
2023-06-30,395238,Comm. & Industrial,10791.72058,18897.162,9.915958675,18.22976181
2023-09-30,395238,Comm. & Industrial,10906.7986,17875.38796,9.476521294,17.63415218
2023-12-31,395238,Comm. & Industrial,10688.04646,17044.26482,9.129540699,16.90659301
2024-03-31,395238,Comm. & Industrial,10576.46537,16065.55239,8.851590868,16.10633664
2020-12-31,395238,Comm. Real Estate,8566,8566,1.903414451,1.903414451
2021-03-31,395238,Comm. Real Estate,39224.84712,27920.05332,4.238792011,3.515151058
2021-06-30,395238,Comm. Real Estate,54169.70828,68611.31717,7.341171214,7.54088489
2021-09-30,395238,Comm. Real Estate,22087.70858,42793.7402,8.557364255,10.06603798
2021-12-31,395238,Comm. Real Estate,5875.374291,28244.48342,8.753159355,11.65674675
2022-03-31,395238,Comm. Real Estate,15802.34007,41541.907,9.641654919,14.13494056
2022-06-30,395238,Comm. Real Estate,20583.52926,50526.88443,10.81818302,17.14819275
2022-09-30,395238,Comm. Real Estate,14049.49505,48041.97536,11.51933142,19.92740734
2022-12-31,395238,Comm. Real Estate,10080.58601,38932.00461,11.75081757,21.91580126
2023-03-31,395238,Comm. Real Estate,12029.26529,36355.06589,11.88556168,23.47455405
2023-06-30,395238,Comm. Real Estate,14061.00577,36521.55436,10.27783239,23.85032242
2023-09-30,395238,Comm. Real Estate,14962.65897,35466.51609,7.840265889,21.6945719
2023-12-31,395238,Comm. Real Estate,13327.90352,34753.32189,7.264497311,21.07573118
2024-03-31,395238,Comm. Real Estate,13745.51569,34139.01249,7.689963892,21.29755784
2020-12-31,395238,Jr Mortgage & HELOC,4,4,5.747984053,5.747984053
2021-03-31,395238,Jr Mortgage & HELOC,1596.453586,1611.005034,5.529192742,5.538584931
2021-06-30,395238,Jr Mortgage & HELOC,2104.928972,2785.02647,6.545633152,6.996475462
2021-09-30,395238,Jr Mortgage & HELOC,2359.999316,3372.561172,7.868458413,8.985429198
2021-12-31,395238,Jr Mortgage & HELOC,2467.400049,3650.445491,8.890565512,10.79923585
2022-03-31,395238,Jr Mortgage & HELOC,2513.082393,3881.160525,9.821371183,12.66531708
2022-06-30,395238,Jr Mortgage & HELOC,2520.719615,4056.024432,11.3525221,15.28167692
2022-09-30,395238,Jr Mortgage & HELOC,2497.96184,4185.65976,13.00500249,18.13481415
2022-12-31,395238,Jr Mortgage & HELOC,2501.225122,4010.454877,12.78560725,18.97710113
2023-03-31,395238,Jr Mortgage & HELOC,2534.741168,3853.976798,14.50444336,21.59272156
2023-06-30,395238,Jr Mortgage & HELOC,2542.244527,3761.237181,15.12993252,23.03335941
2023-09-30,395238,Jr Mortgage & HELOC,2573.156811,3655.959277,15.42611392,23.59261203
2023-12-31,395238,Jr Mortgage & HELOC,2535.634435,3565.717816,15.52114776,23.68632982
2024-03-31,395238,Jr Mortgage & HELOC,2523.397492,3435.431892,15.53415333,23.50093994
2020-12-31,395238,Credit Cards,1411,1411,91.05980624,91.05980624
2021-03-31,395238,Credit Cards,1343.838572,1888.734508,89.938979,93.30953803
2021-06-30,395238,Credit Cards,1444.414268,2343.891286,86.44074788,95.16240161
2021-09-30,395238,Credit Cards,1442.997651,2471.726436,82.81127092,97.43649656
2021-12-31,395238,Credit Cards,1448.969401,2487.976634,79.97146778,100.4262061
2022-03-31,395238,Credit Cards,1463.184183,2524.261723,78.05874043,104.3391321
2022-06-30,395238,Credit Cards,1486.415294,2485.323332,74.51581503,106.0311744
2022-09-30,395238,Credit Cards,1507.506138,2444.336397,72.4512304,108.7089429
2022-12-31,395238,Credit Cards,1538.498584,2332.267357,72.27507381,112.6059222
2023-03-31,395238,Credit Cards,1579.738304,2230.537314,73.21454337,117.1441264
2023-06-30,395238,Credit Cards,1584.012525,2151.030343,74.4724253,118.4836106
2023-09-30,395238,Credit Cards,1623.301134,2070.749458,75.3901074,116.8686865
2023-12-31,395238,Credit Cards,1614.410983,1989.686525,76.26493699,114.1061072
2024-03-31,395238,Credit Cards,1665.030233,1896.464666,77.38385473,110.7461782
2020-12-31,397540,Comm. & Industrial,12,12,12.24882567,12.24882567
2021-03-31,397540,Comm. & Industrial,526.6795567,815.3402634,14.88258424,16.45237609
2021-06-30,397540,Comm. & Industrial,377.856993,723.6693597,10.37118258,13.76736939
2021-09-30,397540,Comm. & Industrial,383.1132432,746.600257,10.93892564,16.15557069
2021-12-31,397540,Comm. & Industrial,380.5839931,742.1864369,12.50929933,19.42212801
2022-03-31,397540,Comm. & Industrial,377.7873871,742.6894216,13.97696209,22.55134641
2022-06-30,397540,Comm. & Industrial,371.1210518,692.872846,14.02958882,24.08428028
2022-09-30,397540,Comm. & Industrial,366.0815556,662.2361839,14.29686415,26.07938459
2022-12-31,397540,Comm. & Industrial,363.9804902,639.1024914,16.14811194,29.52729421
2023-03-31,397540,Comm. & Industrial,365.6552209,598.6896198,17.85061098,32.33557846
2023-06-30,397540,Comm. & Industrial,365.0391698,556.28677,16.95437344,30.88283536
2023-09-30,397540,Comm. & Industrial,364.4231187,511.7828548,16.81250082,29.68039019
2023-12-31,397540,Comm. & Industrial,362.5433675,478.3697096,16.63607711,28.20585539
2024-03-31,397540,Comm. & Industrial,359.2101998,448.764948,16.45717012,26.6183298
2020-12-31,397540,Comm. Real Estate,258.8,258.8,3.583165729,3.583165729
2021-03-31,397540,Comm. Real Estate,45.15215544,338.8303999,3.083867997,3.635782284
2021-06-30,397540,Comm. Real Estate,228.6352554,601.034674,2.95529078,4.177334833
2021-09-30,397540,Comm. Real Estate,118.8525209,510.1048746,3.019213161,4.904091193
2021-12-31,397540,Comm. Real Estate,126.6685898,500.0018351,2.697416063,5.168804474
2022-03-31,397540,Comm. Real Estate,143.7373297,502.6322343,2.443084045,5.465693569
2022-06-30,397540,Comm. Real Estate,160.8060695,471.1209891,2.248286499,5.749424534
2022-09-30,397540,Comm. Real Estate,177.8748094,444.3638556,2.092483457,5.998968027
2022-12-31,397540,Comm. Real Estate,197.8295008,401.8199089,2.371872217,6.552296485
2023-03-31,397540,Comm. Real Estate,209.2100489,365.6426815,2.272369941,6.670732361
2023-06-30,397540,Comm. Real Estate,209.2100489,339.991469,2.51629642,6.618155474
2023-09-30,397540,Comm. Real Estate,220.590597,305.0875856,2.483163025,6.094946044
2023-12-31,397540,Comm. Real Estate,218.9779893,270.5229659,2.620839613,5.668866711
2024-03-31,397540,Comm. Real Estate,240.1264779,234.3457386,2.777143254,5.208856779
2020-12-31,397540,Jr Mortgage & HELOC,7.475,7.475,3.743885405,3.743885405
2021-03-31,397540,Jr Mortgage & HELOC,14.50866709,17.35309635,3.996167417,4.149134977
2021-06-30,397540,Jr Mortgage & HELOC,13.72395088,18.97634018,4.206473382,4.62926458
2021-09-30,397540,Jr Mortgage & HELOC,12.88219875,20.51396702,4.360585296,5.158421516
2021-12-31,397540,Jr Mortgage & HELOC,12.25108619,21.42209354,4.479784032,5.709051108
2022-03-31,397540,Jr Mortgage & HELOC,11.83544994,22.30025736,4.591932054,6.299488513
2022-06-30,397540,Jr Mortgage & HELOC,11.40080171,23.17842118,4.656656158,6.873464101
2022-09-30,397540,Jr Mortgage & HELOC,10.96615348,23.83096408,4.691996363,7.438353003
2022-12-31,397540,Jr Mortgage & HELOC,10.74295094,22.52990889,4.731873,7.943245613
2023-03-31,397540,Jr Mortgage & HELOC,10.72393896,21.21387235,4.757539364,8.347830011
2023-06-30,397540,Jr Mortgage & HELOC,10.72393896,20.09510627,4.483586772,8.266842175
2023-09-30,397540,Jr Mortgage & HELOC,10.70492699,18.74185191,4.254179298,8.065741731
2023-12-31,397540,Jr Mortgage & HELOC,10.49428743,17.61744296,4.060819727,7.765470071
2024-03-31,397540,Jr Mortgage & HELOC,10.2646359,16.28239445,3.891982007,7.389267689
2020-12-31,397540,Credit Cards,0,0,0,0
2021-03-31,397540,Credit Cards,0,0,0,0
2021-06-30,397540,Credit Cards,0,0,0,0
2021-09-30,397540,Credit Cards,0,0,0,0
2021-12-31,397540,Credit Cards,0,0,0,0
2022-03-31,397540,Credit Cards,0,0,0,0
2022-06-30,397540,Credit Cards,0,0,0,0
2022-09-30,397540,Credit Cards,0,0,0,0
2022-12-31,397540,Credit Cards,0,0,0,0
2023-03-31,397540,Credit Cards,0,0,0,0
2023-06-30,397540,Credit Cards,0,0,0,0
2023-09-30,397540,Credit Cards,0,0,0,0
2023-12-31,397540,Credit Cards,0,0,0,0
2024-03-31,397540,Credit Cards,0,0,0,0
2020-12-31,399517,Comm. & Industrial,88,88,13.36910601,13.36910601
2021-03-31,399517,Comm. & Industrial,792.4152589,629.5543772,13.77818721,13.45901294
2021-06-30,399517,Comm. & Industrial,304.6654285,344.6688489,13.56238593,13.3337919
2021-09-30,399517,Comm. & Industrial,417.1479992,542.1912463,13.61383833,13.61770476
2021-12-31,399517,Comm. & Industrial,450.86033,660.0365909,9.262222318,9.618094085
2022-03-31,399517,Comm. & Industrial,456.6344553,709.1384757,8.328726724,9.071587546
2022-06-30,399517,Comm. & Industrial,438.6759189,729.5986484,8.606298175,9.763105909
2022-09-30,399517,Comm. & Industrial,431.2652321,761.9928149,5.136552408,6.765637459
2022-12-31,399517,Comm. & Industrial,427.7423259,845.6041253,5.589337942,7.796322593
2023-03-31,399517,Comm. & Industrial,427.7423259,815.8260521,5.909449898,8.604674646
2023-06-30,399517,Comm. & Industrial,425.1053635,768.2927488,5.23560274,8.556487457
2023-09-30,399517,Comm. & Industrial,422.6508383,717.4189763,5.252313172,8.826249687
2023-12-31,399517,Comm. & Industrial,416.1260953,672.7050725,5.112019728,8.763960877
2024-03-31,399517,Comm. & Industrial,407.1468271,613.7379756,4.924396538,8.478909787
2020-12-31,399517,Comm. Real Estate,1042,1042,4.843004213,4.843004213
2021-03-31,399517,Comm. Real Estate,523.4593568,293.4339805,2.214587378,2.01676615
2021-06-30,399517,Comm. Real Estate,538.2147949,231.7170898,2.449664954,2.008845848
2021-09-30,399517,Comm. Real Estate,554.7287119,215.8855999,2.680367052,1.991170503
2021-12-31,399517,Comm. Real Estate,558.5384669,228.7292061,2.876964998,1.965237128
2022-03-31,399517,Comm. Real Estate,562.4618611,255.3060083,3.141211,2.04164887
2022-06-30,399517,Comm. Real Estate,566.4846894,297.9485341,3.395060148,2.150711174
2022-09-30,399517,Comm. Real Estate,574.102562,333.5921876,3.665399669,2.308657201
2022-12-31,399517,Comm. Real Estate,578.2958489,374.2700623,3.577911015,2.129769592
2023-03-31,399517,Comm. Real Estate,582.5601602,411.9096489,3.180134171,1.667928213
2023-06-30,399517,Comm. Real Estate,588.8172907,448.7269091,3.126630713,1.713994701
2023-09-30,399517,Comm. Real Estate,593.2236509,487.8128154,3.070026485,1.817412081
2023-12-31,399517,Comm. Real Estate,597.7010355,533.4086938,3.009603663,1.950621096
2024-03-31,399517,Comm. Real Estate,604.1286246,579.4252941,2.953920677,2.095301964
2020-12-31,399517,Jr Mortgage & HELOC,15.3375,15.3375,0.937920862,0.937920862
2021-03-31,399517,Jr Mortgage & HELOC,54.98435662,34.50093263,1.204751818,1.058164927
2021-06-30,399517,Jr Mortgage & HELOC,58.86701479,33.94345147,1.488544155,1.169535928
2021-09-30,399517,Jr Mortgage & HELOC,55.19765699,27.9566361,1.739183327,1.237276808
2021-12-31,399517,Jr Mortgage & HELOC,66.02035604,39.53421944,2.054253803,1.380862134
2022-03-31,399517,Jr Mortgage & HELOC,72.25076288,45.19848182,2.399151344,1.55664417
2022-06-30,399517,Jr Mortgage & HELOC,69.24875641,40.32031758,2.705253495,1.689811946
2022-09-30,399517,Jr Mortgage & HELOC,67.74888509,37.58682758,3.03665768,1.85217109
2022-12-31,399517,Jr Mortgage & HELOC,68.31681534,38.4855874,3.339611187,1.978975693
2023-03-31,399517,Jr Mortgage & HELOC,64.40935037,36.13585376,3.589273377,2.075414236
2023-06-30,399517,Jr Mortgage & HELOC,57.93391385,32.87416339,3.551679676,2.033270804
2023-09-30,399517,Jr Mortgage & HELOC,53.94597544,32.36039343,3.467773163,1.992677964
2023-12-31,399517,Jr Mortgage & HELOC,50.81066192,32.69579113,3.389562445,1.990856654
2024-03-31,399517,Jr Mortgage & HELOC,47.5707519,33.40823822,3.231382698,1.925512473
2020-12-31,399517,Credit Cards,33,33,44.64937112,44.64937112
2021-03-31,399517,Credit Cards,40.32209929,30.807964,44.84646795,43.46707939
2021-06-30,399517,Credit Cards,40.99059791,27.54670255,46.46229588,43.17323929
2021-09-30,399517,Credit Cards,41.71536037,26.27528328,48.03193375,42.60786557
2021-12-31,399517,Credit Cards,42.04431354,26.00892925,52.67097349,45.0875973
2022-03-31,399517,Credit Cards,42.37779183,26.27567377,49.58179328,39.87925352
2022-06-30,399517,Credit Cards,42.7152296,27.18215738,51.25660577,39.40276711
2022-09-30,399517,Credit Cards,43.25004911,27.87793066,50.22502123,36.6174992
2022-12-31,399517,Credit Cards,43.59427456,29.12866375,48.95148224,33.6173156
2023-03-31,399517,Credit Cards,43.94132822,30.54492272,49.8734134,32.94532528
2023-06-30,399517,Credit Cards,44.4357218,32.21494744,49.78938499,32.72038282
2023-09-30,399517,Credit Cards,44.78843186,33.90732429,49.66707294,33.13362705
2023-12-31,399517,Credit Cards,45.14397012,35.92691466,49.5011187,33.95218527
2024-03-31,399517,Credit Cards,45.64515139,38.00453523,49.36059075,35.04349917
2020-12-31,403151,Comm. & Industrial,136,136,3.460940262,3.460940262
2021-03-31,403151,Comm. & Industrial,293.4639725,197.4044344,3.897159525,3.523039234
2021-06-30,403151,Comm. & Industrial,266.6191551,208.8040656,4.295511365,3.71189028
2021-09-30,403151,Comm. & Industrial,264.4809454,225.1124091,4.918124607,4.198136859
2021-12-31,403151,Comm. & Industrial,263.7178826,235.2514745,5.701195732,4.891831704
2022-03-31,403151,Comm. & Industrial,264.8333467,248.0692725,6.029122621,5.179286586
2022-06-30,403151,Comm. & Industrial,260.4377137,265.6047001,6.59607317,5.779796852
2022-09-30,403151,Comm. & Industrial,256.0644374,287.0092082,6.988089179,6.283359474
2022-12-31,403151,Comm. & Industrial,253.5622358,293.1125818,7.828224383,7.264070369
2023-03-31,403151,Comm. & Industrial,252.9273828,294.4057229,8.145759168,7.729805248
2023-06-30,403151,Comm. & Industrial,254.8317866,298.3524254,7.930466506,7.992373916
2023-09-30,403151,Comm. & Industrial,256.7510948,299.0289912,7.8161711,8.213560111
2023-12-31,403151,Comm. & Industrial,256.3369358,302.7615402,7.709922096,8.38846296
2024-03-31,403151,Comm. & Industrial,256.4373352,308.533486,7.608645496,8.545487015
2020-12-31,403151,Comm. Real Estate,150,150,2.382410535,2.382410535
2021-03-31,403151,Comm. Real Estate,53.69437155,20.38520367,2.419442346,2.267234087
2021-06-30,403151,Comm. Real Estate,55.26449754,12.59459224,2.418121,2.099577809
2021-09-30,403151,Comm. Real Estate,57.03318691,10.81175267,2.397616553,1.929463356
2021-12-31,403151,Comm. Real Estate,57.4129455,13.10870865,1.419072632,0.836026587
2022-03-31,403151,Comm. Real Estate,57.80933545,17.35675758,1.468330123,0.800607768
2022-06-30,403151,Comm. Real Estate,58.22027784,23.95606506,1.515053948,0.791878553
2022-09-30,403151,Comm. Real Estate,58.92147373,29.3539744,1.554241257,0.79771164
2022-12-31,403151,Comm. Real Estate,59.35736315,35.13303747,1.595713516,0.821077371
2023-03-31,403151,Comm. Real Estate,59.80364718,40.28891827,1.280214706,0.502146724
2023-06-30,403151,Comm. Real Estate,60.36448945,45.14592833,1.225757327,0.532569084
2023-09-30,403151,Comm. Real Estate,60.83156267,50.51205616,1.174505118,0.589004176
2023-12-31,403151,Comm. Real Estate,61.3090305,56.65383879,1.125587205,0.656575067
2024-03-31,403151,Comm. Real Estate,61.89481981,63.03357818,1.081681876,0.725994545
2020-12-31,403151,Jr Mortgage & HELOC,1.0125,1.0125,1.227504176,1.227504176
2021-03-31,403151,Jr Mortgage & HELOC,0.846247985,0,1.206734247,1.059302763
2021-06-30,403151,Jr Mortgage & HELOC,0.732993475,0.170984304,1.167068914,0.944204541
2021-09-30,403151,Jr Mortgage & HELOC,0.912070237,0,1.15290179,0.785864997
2021-12-31,403151,Jr Mortgage & HELOC,1.087533049,0,1.160623815,0.591382912
2022-03-31,403151,Jr Mortgage & HELOC,1.311524797,0,1.201095196,0.382489601
2022-06-30,403151,Jr Mortgage & HELOC,1.273624656,0,1.253837083,0.160064554
2022-09-30,403151,Jr Mortgage & HELOC,1.239338464,0,1.291270836,0
2022-12-31,403151,Jr Mortgage & HELOC,1.254074634,0,1.330443034,0
2023-03-31,403151,Jr Mortgage & HELOC,1.149317878,0,1.335202015,0
2023-06-30,403151,Jr Mortgage & HELOC,1.201696256,0,1.372379806,0
2023-09-30,403151,Jr Mortgage & HELOC,1.254074634,0,1.431148111,0
2023-12-31,403151,Jr Mortgage & HELOC,1.306453012,0,1.472141389,0
2024-03-31,403151,Jr Mortgage & HELOC,1.358831389,0.197829544,1.49625816,0
2020-12-31,403151,Credit Cards,0,0,0,0
2021-03-31,403151,Credit Cards,0,0,0,0
2021-06-30,403151,Credit Cards,0,0,0,0
2021-09-30,403151,Credit Cards,0,0,0,0
2021-12-31,403151,Credit Cards,0,0,0,0
2022-03-31,403151,Credit Cards,0,0,0,0
2022-06-30,403151,Credit Cards,0,0,0,0
2022-09-30,403151,Credit Cards,0,0,0,0
2022-12-31,403151,Credit Cards,0,0,0,0
2023-03-31,403151,Credit Cards,0,0,0,0
2023-06-30,403151,Credit Cards,0,0,0,0
2023-09-30,403151,Credit Cards,0,0,0,0
2023-12-31,403151,Credit Cards,0,0,0,0
2024-03-31,403151,Credit Cards,0,0,0,0
2020-12-31,412751,Comm. & Industrial,2863,2863,35.45108395,35.45108395
2021-03-31,412751,Comm. & Industrial,0,0,26.89513679,25.26881649
2021-06-30,412751,Comm. & Industrial,15157.1102,10983.02154,33.26984546,29.50819443
2021-09-30,412751,Comm. & Industrial,12336.29427,7572.668727,35.10394712,29.0487957
2021-12-31,412751,Comm. & Industrial,610.8856066,0,31.42795739,23.1104736
2022-03-31,412751,Comm. & Industrial,6886.602782,1904.000838,32.23230587,21.74645696
2022-06-30,412751,Comm. & Industrial,13239.13953,8429.896646,37.13348711,24.7709424
2022-09-30,412751,Comm. & Industrial,6493.291415,1732.305645,36.09734073,21.80169707
2022-12-31,412751,Comm. & Industrial,4412.877458,0,26.72736861,10.69577264
2023-03-31,412751,Comm. & Industrial,10298.52088,6120.358312,29.38716794,11.88311263
2023-06-30,412751,Comm. & Industrial,9926.224487,6107.971185,33.88135359,16.40405335
2023-09-30,412751,Comm. & Industrial,5959.525951,2553.100581,29.3275681,12.53702186
2023-12-31,412751,Comm. & Industrial,7893.61365,4993.830247,26.90728242,11.22412232
2024-03-31,412751,Comm. & Industrial,10356.69625,7955.869168,30.27657221,15.93314393
2020-12-31,412751,Comm. Real Estate,48,48,5.923037272,5.923037272
2021-03-31,412751,Comm. Real Estate,92.78223139,368.4572973,5.160180584,5.35532328
2021-06-30,412751,Comm. Real Estate,0,358.1239018,4.31246228,4.76386173
2021-09-30,412751,Comm. Real Estate,0,484.1475103,3.478921223,4.256457611
2021-12-31,412751,Comm. Real Estate,87.81714737,679.625085,2.762789296,3.898302041
2022-03-31,412751,Comm. Real Estate,305.1724514,964.1736332,2.218919717,3.726299717
2022-06-30,412751,Comm. Real Estate,552.3848979,1286.251797,1.858294331,3.754838596
2022-09-30,412751,Comm. Real Estate,807.814837,1611.774272,1.665246626,3.95755538
2022-12-31,412751,Comm. Real Estate,1064.915346,1764.908285,1.622725451,4.212841702
2023-03-31,412751,Comm. Real Estate,1274.148589,1893.099474,2.225271816,5.0579152
2023-06-30,412751,Comm. Real Estate,1444.553728,2005.764752,2.852534837,5.738215685
2023-09-30,412751,Comm. Real Estate,1555.110602,2023.396828,3.55131621,6.388297329
2023-12-31,412751,Comm. Real Estate,1606.614348,2007.337015,4.233232424,6.928260878
2024-03-31,412751,Comm. Real Estate,1602.486077,1928.905937,4.8185174,7.306004429
2020-12-31,412751,Jr Mortgage & HELOC,69.4,69.4,27.24335438,27.24335438
2021-03-31,412751,Jr Mortgage & HELOC,101.1341174,109.9274574,33.4704436,33.97567922
2021-06-30,412751,Jr Mortgage & HELOC,95.6369975,175.1846036,38.65177249,44.26066894
2021-09-30,412751,Jr Mortgage & HELOC,85.61795931,195.4348506,47.69681182,61.56773731
2021-12-31,412751,Jr Mortgage & HELOC,79.56762057,205.3162307,53.83601403,79.05134661
2022-03-31,412751,Jr Mortgage & HELOC,76.55293239,217.6500411,61.06124032,101.6985706
2022-06-30,412751,Jr Mortgage & HELOC,63.51946449,229.9838516,67.8957853,129.7783079
2022-09-30,412751,Jr Mortgage & HELOC,50.48599659,237.5714218,74.97262475,166.0361662
2022-12-31,412751,Jr Mortgage & HELOC,43.26947595,211.5999609,86.08341854,213.7988533
2023-03-31,412751,Jr Mortgage & HELOC,39.26196406,186.8547152,98.70653896,275.0404833
2023-06-30,412751,Jr Mortgage & HELOC,41.26572001,166.9933678,111.7805283,354.9806178
2023-09-30,412751,Jr Mortgage & HELOC,43.26947595,150.1076377,135.5301722,467.0127913
2023-12-31,412751,Jr Mortgage & HELOC,41.30453242,139.3498711,186.2261334,679.3020973
2024-03-31,412751,Jr Mortgage & HELOC,39.3395889,126.627161,342.0339962,1300.755637
2020-12-31,412751,Credit Cards,38.175,38.175,951.4315088,951.4315088
2021-03-31,412751,Credit Cards,43.19501478,58.20412642,965.3329866,1006.896377
2021-06-30,412751,Credit Cards,47.34263592,67.27164468,990.7201005,1087.471112
2021-09-30,412751,Credit Cards,50.65929918,72.05138364,1025.291753,1181.28195
2021-12-31,412751,Credit Cards,53.1092616,73.79802723,1066.647868,1279.929612
2022-03-31,412751,Credit Cards,55.17483263,74.98694542,1113.723983,1381.869639
2022-06-30,412751,Credit Cards,56.89062732,74.14063993,1165.551496,1481.466068
2022-09-30,412751,Credit Cards,58.40611834,72.90435917,1221.575722,1577.638975
2022-12-31,412751,Credit Cards,59.79019791,71.36880119,1281.432755,1669.559599
2023-03-31,412751,Credit Cards,60.80518731,69.71455108,1344.100508,1756.899256
2023-06-30,412751,Credit Cards,60.94477147,68.18769249,1393.253322,1784.545852
2023-09-30,412751,Credit Cards,61.87867837,66.43602226,1433.506684,1782.231838
2023-12-31,412751,Credit Cards,61.92712005,64.46959757,1464.709652,1761.236276
2024-03-31,412751,Credit Cards,63.64929804,62.3282449,1493.897232,1729.474034
2020-12-31,413141,Comm. & Industrial,3.6625,3.6625,10.82212257,10.82212257
2021-03-31,413141,Comm. & Industrial,4.56592462,14.90108873,11.04286495,13.11030591
2021-06-30,413141,Comm. & Industrial,3.761770042,14.8975382,11.05494387,15.34695808
2021-09-30,413141,Comm. & Industrial,3.262162171,15.25179565,10.92159756,17.57782972
2021-12-31,413141,Comm. & Industrial,3.002968597,15.04688583,10.67692287,19.63382824
2022-03-31,413141,Comm. & Industrial,3.101934305,14.78297424,10.39022513,21.4585084
2022-06-30,413141,Comm. & Industrial,3.168936966,13.25722546,10.13919839,22.96339906
2022-09-30,413141,Comm. & Industrial,3.289758519,11.88775048,11.01137714,26.82957143
2022-12-31,413141,Comm. & Industrial,3.35676118,10.61744752,7.067945231,25.91698862
2023-03-31,413141,Comm. & Industrial,3.467475532,9.36053465,7.0484163,27.30457776
2023-06-30,413141,Comm. & Industrial,3.467475532,7.747103942,6.853149594,25.8832808
2023-09-30,413141,Comm. & Industrial,3.534478193,6.512046918,6.856146857,24.15419181
2023-12-31,413141,Comm. & Industrial,3.556334039,5.495548347,6.980751708,22.07730418
2024-03-31,413141,Comm. & Industrial,3.690339361,4.697608227,7.199823922,19.82681049
2020-12-31,413141,Comm. Real Estate,2,2,6.120704543,6.120704543
2021-03-31,413141,Comm. Real Estate,1.698134775,33.54244975,5.71961553,5.955308556
2021-06-30,413141,Comm. Real Estate,34.83811956,75.45961687,5.863910551,6.394671315
2021-09-30,413141,Comm. Real Estate,53.1510518,85.82158609,4.281240872,5.046448356
2021-12-31,413141,Comm. Real Estate,71.46398404,85.82158609,2.851291065,3.715710481
2022-03-31,413141,Comm. Real Estate,89.77691627,85.82158609,2.204123961,3.036546182
2022-06-30,413141,Comm. Real Estate,108.0898485,99.35312905,2.891073723,3.657223427
2022-09-30,413141,Comm. Real Estate,114.4560247,92.20135668,3.686150072,4.289575866
2022-12-31,413141,Comm. Real Estate,132.7689569,105.7328996,4.298959454,4.705438755
2023-03-31,413141,Comm. Real Estate,139.1351331,98.58112727,5.218435466,5.337153575
2023-06-30,413141,Comm. Real Estate,151.0818891,112.1126702,6.207561336,5.833923739
2023-09-30,413141,Comm. Real Estate,157.4480653,113.6974571,6.994855245,6.044476944
2023-12-31,413141,Comm. Real Estate,169.3948214,106.5456847,7.724765155,6.131941765
2024-03-31,413141,Comm. Real Estate,159.1276928,120.0772277,8.248771416,6.30925943
2020-12-31,413141,Jr Mortgage & HELOC,16,16,8.263069695,8.263069695
